 x1	  y1
0.00108	 0.00108
0.00109	 0.00109
0.0011	 0.0011
0.00111	 0.00111
0.00112	 0.00112
0.00113	 0.00113
0.00114	 0.00114
0.00115	 0.00115
0.00116	 0.00116
0.00117	 0.00117
0.00118	 0.00118
0.00119	 0.00119
0.0012	 0.0012
0.00121	 0.00121
0.00122	 0.00122
0.00123	 0.00123
0.00124	 0.00124
0.00125	 0.00125
0.00126	 0.00126
0.00127	 0.00127
0.00128	 0.00128
0.00129	 0.00129
0.0013	 0.0013
0.00131	 0.00131
0.00132	 0.00132
0.00133	 0.00133
0.00134	 0.00134
0.00135	 0.00135
0.00136	 0.00136
0.00137	 0.00137
0.00138	 0.00138
0.00139	 0.00139
0.0014	 0.0014
0.00141	 0.00141
0.00142	 0.00142
0.00143	 0.00143
0.00144	 0.00144
0.00145	 0.00145
0.00146	 0.00146
0.00147	 0.00147
0.00148	 0.00148
0.00149	 0.00149
0.0015	 0.0015
0.00151	 0.00151
0.00152	 0.00152
0.00153	 0.00153
0.00154	 0.00154
0.00155	 0.00155
0.00156	 0.00156
0.00157	 0.00157
0.00158	 0.00158
0.00159	 0.00159
0.0016	 0.0016
0.00161	 0.00161
0.00162	 0.00162
0.00163	 0.00163
0.00164	 0.00164
0.00165	 0.00165
0.00166	 0.00166
0.00167	 0.00167
0.00168	 0.00168
0.00169	 0.00169
0.0017	 0.0017
0.00171	 0.00171
0.00172	 0.00172
0.00173	 0.00173
0.00174	 0.00174
0.00175	 0.00175
0.00176	 0.00176
0.00177	 0.00177
0.00178	 0.00178
0.00179	 0.00179
0.0018	 0.0018
0.00181	 0.00181
0.00182	 0.00182
0.00183	 0.00183
0.00184	 0.00184
0.00185	 0.00185
0.00186	 0.00186
0.00187	 0.00187
0.00188	 0.00188
0.00189	 0.00189
0.0019	 0.0019
0.00191	 0.00191
0.00192	 0.00192
0.00193	 0.00193
0.00194	 0.00194
0.00195	 0.00195
0.00196	 0.00196
0.00197	 0.00197
0.00198	 0.00198
0.00199	 0.00199
0.002	 0.002
0.00201	 0.00201
0.00202	 0.00202
0.00203	 0.00203
0.00204	 0.00204
0.00205	 0.00205
0.00206	 0.00206
0.00207	 0.00207
0.00208	 0.00208
0.00209	 0.00209
0.0021	 0.0021
0.00211	 0.00211
0.00212	 0.00212
0.00213	 0.00213
0.00214	 0.00214
0.00215	 0.00215
0.00216	 0.00216
0.00217	 0.00217
0.00218	 0.00218
0.00219	 0.00219
0.0022	 0.0022
0.00221	 0.00221
0.00222	 0.00222
0.00223	 0.00223
0.00224	 0.00224
0.00225	 0.00225
0.00226	 0.00226
0.00227	 0.00227
0.00228	 0.00228
0.00229	 0.00229
0.0023	 0.0023
0.00231	 0.00231
0.00232	 0.00232
0.00233	 0.00233
0.00234	 0.00234
0.00235	 0.00235
0.00236	 0.00236
0.00237	 0.00237
0.00238	 0.00238
0.00239	 0.00239
0.0024	 0.0024
0.00241	 0.00241
0.00242	 0.00242
0.00243	 0.00243
0.00244	 0.00244
0.00245	 0.00245
0.00246	 0.00246
0.00247	 0.00247
0.00248	 0.00248
0.00249	 0.00249
0.0025	 0.0025
0.00251	 0.00251
0.00252	 0.00252
0.00253	 0.00253
0.00254	 0.00254
0.00255	 0.00255
0.00256	 0.00256
0.00257	 0.00257
0.00258	 0.00258
0.00259	 0.00259
0.0026	 0.0026
0.00261	 0.00261
0.00262	 0.00262
0.00263	 0.00263
0.00264	 0.00264
0.00265	 0.00265
0.00266	 0.00266
0.00267	 0.00267
0.00268	 0.00268
0.00269	 0.00269
0.0027	 0.0027
0.00271	 0.00271
0.00272	 0.00272
0.00273	 0.00273
0.00274	 0.00274
0.00275	 0.00275
0.00276	 0.00276
0.00277	 0.00277
0.00278	 0.00278
0.00279	 0.00279
0.0028	 0.0028
0.00281	 0.00281
0.00282	 0.00282
0.00283	 0.00283
0.00284	 0.00284
0.00285	 0.00285
0.00286	 0.00286
0.00287	 0.00287
0.00288	 0.00288
0.00289	 0.00289
0.0029	 0.0029
0.00291	 0.00291
0.00292	 0.00292
0.00293	 0.00293
0.00294	 0.00294
0.00295	 0.00295
0.00296	 0.00296
0.00297	 0.00297
0.00298	 0.00298
0.00299	 0.00299
0.003	 0.003
0.00301	 0.00301
0.00302	 0.00302
0.00303	 0.00303
0.00304	 0.00304
0.00305	 0.00305
0.00306	 0.00306
0.00307	 0.00307
0.00308	 0.00308
0.00309	 0.00309
0.0031	 0.0031
0.00311	 0.00311
0.00312	 0.00312
0.00313	 0.00313
0.00314	 0.00314
0.00315	 0.00315
0.00316	 0.00316
0.00317	 0.00317
0.00318	 0.00318
0.00319	 0.00319
0.0032	 0.0032
0.00321	 0.00321
0.00322	 0.00322
0.00323	 0.00323
0.00324	 0.00324
0.00325	 0.00325
0.00326	 0.00326
0.00327	 0.00327
0.00328	 0.00328
0.00329	 0.00329
0.0033	 0.0033
0.00331	 0.00331
0.00332	 0.00332
0.00333	 0.00333
0.00334	 0.00334
0.00335	 0.00335
0.00336	 0.00336
0.00337	 0.00337
0.00338	 0.00338
0.00339	 0.00339
0.0034	 0.0034
0.00341	 0.00341
0.00342	 0.00342
0.00343	 0.00343
0.00344	 0.00344
0.00345	 0.00345
0.00346	 0.00346
0.00347	 0.00347
0.00348	 0.00348
0.00349	 0.00349
0.0035	 0.0035
0.00351	 0.00351
0.00352	 0.00352
0.00353	 0.00353
0.00354	 0.00354
0.00355	 0.00355
0.00356	 0.00356
0.00357	 0.00357
0.00358	 0.00358
0.00359	 0.00359
0.0036	 0.0036
0.00361	 0.00361
0.00362	 0.00362
0.00363	 0.00363
0.00364	 0.00364
0.00365	 0.00365
0.00366	 0.00366
0.00367	 0.00367
0.00368	 0.00368
0.00369	 0.00369
0.0037	 0.0037
0.00371	 0.00371
0.00372	 0.00372
0.00373	 0.00373
0.00374	 0.00374
0.00375	 0.00375
0.00376	 0.00376
0.00377	 0.00377
0.00378	 0.00378
0.00379	 0.00379
0.0038	 0.0038
0.00381	 0.00381
0.00382	 0.00382
0.00383	 0.00383
0.00384	 0.00384
0.00385	 0.00385
0.00386	 0.00386
0.00387	 0.00387
0.00388	 0.00388
0.00389	 0.00389
0.0039	 0.0039
0.00391	 0.00391
0.00392	 0.00392
0.00393	 0.00393
0.00394	 0.00394
0.00395	 0.00395
0.00396	 0.00396
0.00397	 0.00397
0.00398	 0.00398
0.00399	 0.00399
0.004	 0.004
0.00401	 0.00401
0.00402	 0.00402
0.00403	 0.00403
0.00404	 0.00404
0.00405	 0.00405
0.00406	 0.00406
0.00407	 0.00407
0.00408	 0.00408
0.00409	 0.00409
0.0041	 0.0041
0.00411	 0.00411
0.00412	 0.00412
0.00413	 0.00413
0.00414	 0.00414
0.00415	 0.00415
0.00416	 0.00416
0.00417	 0.00417
0.00418	 0.00418
0.00419	 0.00419
0.0042	 0.0042
0.00421	 0.00421
0.00422	 0.00422
0.00423	 0.00423
0.00424	 0.00424
0.00425	 0.00425
0.00426	 0.00426
0.00427	 0.00427
0.00428	 0.00428
0.00429	 0.00429
0.0043	 0.0043
0.00431	 0.00431
0.00432	 0.00432
0.00433	 0.00433
0.00434	 0.00434
0.00435	 0.00435
0.00436	 0.00436
0.00437	 0.00437
0.00438	 0.00438
0.00439	 0.00439
0.0044	 0.0044
0.00441	 0.00441
0.00442	 0.00442
0.00443	 0.00443
0.00444	 0.00444
0.00445	 0.00445
0.00446	 0.00446
0.00447	 0.00447
0.00448	 0.00448
0.00449	 0.00449
0.0045	 0.0045
0.00451	 0.00451
0.00452	 0.00452
0.00453	 0.00453
0.00454	 0.00454
0.00455	 0.00455
0.00456	 0.00456
0.00457	 0.00457
0.00458	 0.00458
0.00459	 0.00459
0.0046	 0.0046
0.00461	 0.00461
0.00462	 0.00462
0.00463	 0.00463
0.00464	 0.00464
0.00465	 0.00465
0.00466	 0.00466
0.00467	 0.00467
0.00468	 0.00468
0.00469	 0.00469
0.0047	 0.0047
0.00471	 0.00471
0.00472	 0.00472
0.00473	 0.00473
0.00474	 0.00474
0.00475	 0.00475
0.00476	 0.00476
0.00477	 0.00477
0.00478	 0.00478
0.00479	 0.00479
0.0048	 0.0048
0.00481	 0.00481
0.00482	 0.00482
0.00483	 0.00483
0.00484	 0.00484
0.00485	 0.00485
0.00486	 0.00486
0.00487	 0.00487
0.00488	 0.00488
0.00489	 0.00489
0.0049	 0.0049
0.00491	 0.00491
0.00492	 0.00492
0.00493	 0.00493
0.00494	 0.00494
0.00495	 0.00495
0.00496	 0.00496
0.00497	 0.00497
0.00498	 0.00498
0.00499	 0.00499
0.005	 0.005
0.00501	 101.417
0.00502	 101.417
0.00503	 101.417
0.00504	 101.417
0.00505	 101.417
0.00506	 101.417
0.00507	 101.417
0.00508	 101.417
0.00509	 101.417
0.0051	 101.417
0.00511	 101.417
0.00512	 101.417
0.00513	 101.417
0.00514	 101.417
0.00515	 101.417
0.00516	 101.417
0.00517	 101.417
0.00518	 101.417
0.00519	 101.417
0.0052	 101.417
0.00521	 101.417
0.00522	 101.417
0.00523	 101.417
0.00524	 101.417
0.00525	 101.417
0.00526	 101.417
0.00527	 101.417
0.00528	 101.417
0.00529	 101.417
0.0053	 101.417
0.00531	 101.417
0.00532	 101.417
0.00533	 101.417
0.00534	 101.417
0.00535	 101.417
0.00536	 101.417
0.00537	 101.417
0.00538	 101.417
0.00539	 101.417
0.0054	 101.417
0.00541	 101.417
0.00542	 101.417
0.00543	 101.417
0.00544	 101.417
0.00545	 101.417
0.00546	 101.417
0.00547	 101.417
0.00548	 101.417
0.00549	 101.417
0.0055	 101.417
0.00551	 101.417
0.00552	 101.417
0.00553	 101.417
0.00554	 101.417
0.00555	 101.417
0.00556	 101.417
0.00557	 101.417
0.00558	 101.417
0.00559	 101.417
0.0056	 101.417
0.00561	 101.417
0.00562	 101.417
0.00563	 101.417
0.00564	 101.417
0.00565	 101.417
0.00566	 101.417
0.00567	 101.417
0.00568	 101.417
0.00569	 101.417
0.0057	 101.417
0.00571	 101.417
0.00572	 101.417
0.00573	 101.417
0.00574	 101.417
0.00575	 101.417
0.00576	 101.417
0.00577	 101.417
0.00578	 101.417
0.00579	 101.417
0.0058	 101.417
0.00581	 101.417
0.00582	 101.417
0.00583	 101.417
0.00584	 101.417
0.00585	 101.417
0.00586	 101.417
0.00587	 101.417
0.00588	 101.417
0.00589	 101.417
0.0059	 101.417
0.00591	 101.417
0.00592	 101.417
0.00593	 101.417
0.00594	 101.417
0.00595	 101.417
0.00596	 101.417
0.00597	 101.417
0.00598	 101.417
0.00599	 101.417
0.006	 101.417
0.00601	 101.417
0.00602	 101.417
0.00603	 101.417
0.00604	 101.417
0.00605	 101.417
0.00606	 101.417
0.00607	 101.417
0.00608	 101.417
0.00609	 101.417
0.0061	 101.417
0.00611	 101.417
0.00612	 101.417
0.00613	 101.417
0.00614	 101.417
0.00615	 101.417
0.00616	 101.417
0.00617	 101.417
0.00618	 101.417
0.00619	 101.417
0.0062	 101.417
0.00621	 101.417
0.00622	 101.417
0.00623	 101.417
0.00624	 101.417
0.00625	 101.417
0.00626	 101.417
0.00627	 101.417
0.00628	 101.417
0.00629	 101.417
0.0063	 101.417
0.00631	 101.417
0.00632	 101.417
0.00633	 101.417
0.00634	 101.417
0.00635	 101.417
0.00636	 101.417
0.00637	 101.417
0.00638	 101.417
0.00639	 101.417
0.0064	 101.417
0.00641	 101.417
0.00642	 101.417
0.00643	 101.417
0.00644	 101.417
0.00645	 101.417
0.00646	 101.417
0.00647	 101.417
0.00648	 101.417
0.00649	 101.417
0.0065	 101.417
0.00651	 101.417
0.00652	 101.417
0.00653	 101.417
0.00654	 101.417
0.00655	 101.417
0.00656	 101.417
0.00657	 101.417
0.00658	 101.417
0.00659	 101.417
0.0066	 101.417
0.00661	 101.417
0.00662	 101.417
0.00663	 101.417
0.00664	 101.417
0.00665	 101.417
0.00666	 101.417
0.00667	 101.417
0.00668	 101.417
0.00669	 101.417
0.0067	 101.417
0.00671	 101.417
0.00672	 101.417
0.00673	 101.417
0.00674	 101.417
0.00675	 101.417
0.00676	 101.417
0.00677	 101.417
0.00678	 101.417
0.00679	 101.417
0.0068	 101.417
0.00681	 101.417
0.00682	 101.417
0.00683	 101.417
0.00684	 101.417
0.00685	 101.417
0.00686	 101.417
0.00687	 101.417
0.00688	 101.417
0.00689	 101.417
0.0069	 101.417
0.00691	 101.417
0.00692	 101.417
0.00693	 101.417
0.00694	 101.417
0.00695	 101.417
0.00696	 101.417
0.00697	 101.417
0.00698	 101.417
0.00699	 101.417
0.007	 101.417
0.00701	 101.417
0.00702	 101.417
0.00703	 101.417
0.00704	 101.417
0.00705	 101.417
0.00706	 101.417
0.00707	 101.417
0.00708	 101.417
0.00709	 101.417
0.0071	 101.417
0.00711	 101.417
0.00712	 101.417
0.00713	 101.417
0.00714	 101.417
0.00715	 101.417
0.00716	 101.417
0.00717	 101.417
0.00718	 101.417
0.00719	 101.417
0.0072	 101.417
0.00721	 101.417
0.00722	 101.417
0.00723	 101.417
0.00724	 101.417
0.00725	 101.417
0.00726	 101.417
0.00727	 101.417
0.00728	 101.417
0.00729	 101.417
0.0073	 101.417
0.00731	 101.417
0.00732	 101.417
0.00733	 101.417
0.00734	 101.417
0.00735	 101.417
0.00736	 101.417
0.00737	 101.417
0.00738	 101.417
0.00739	 101.417
0.0074	 101.417
0.00741	 101.417
0.00742	 101.417
0.00743	 101.417
0.00744	 101.417
0.00745	 101.417
0.00746	 101.417
0.00747	 101.417
0.00748	 101.417
0.00749	 101.417
0.0075	 101.417
0.00751	 101.417
0.00752	 101.417
0.00753	 101.417
0.00754	 101.417
0.00755	 101.417
0.00756	 101.417
0.00757	 101.417
0.00758	 101.417
0.00759	 101.417
0.0076	 101.417
0.00761	 101.417
0.00762	 101.417
0.00763	 101.417
0.00764	 101.417
0.00765	 101.417
0.00766	 101.417
0.00767	 101.417
0.00768	 101.417
0.00769	 101.417
0.0077	 101.417
0.00771	 101.417
0.00772	 101.417
0.00773	 101.417
0.00774	 101.417
0.00775	 101.417
0.00776	 101.417
0.00777	 101.417
0.00778	 101.417
0.00779	 101.417
0.0078	 101.417
0.00781	 101.417
0.00782	 101.417
0.00783	 101.417
0.00784	 101.417
0.00785	 101.417
0.00786	 101.417
0.00787	 101.417
0.00788	 101.417
0.00789	 101.417
0.0079	 101.417
0.00791	 101.417
0.00792	 101.417
0.00793	 101.417
0.00794	 101.417
0.00795	 101.417
0.00796	 101.417
0.00797	 101.417
0.00798	 101.417
0.00799	 101.417
0.008	 101.417
0.00801	 101.417
0.00802	 101.417
0.00803	 101.417
0.00804	 101.417
0.00805	 101.417
0.00806	 101.417
0.00807	 101.417
0.00808	 101.417
0.00809	 101.417
0.0081	 101.417
0.00811	 101.417
0.00812	 101.417
0.00813	 101.417
0.00814	 101.417
0.00815	 101.417
0.00816	 101.417
0.00817	 101.417
0.00818	 101.417
0.00819	 101.417
0.0082	 101.417
0.00821	 101.417
0.00822	 101.417
0.00823	 101.417
0.00824	 101.417
0.00825	 101.417
0.00826	 101.417
0.00827	 101.417
0.00828	 101.417
0.00829	 101.417
0.0083	 101.417
0.00831	 101.417
0.00832	 101.417
0.00833	 101.417
0.00834	 101.417
0.00835	 101.417
0.00836	 101.417
0.00837	 101.417
0.00838	 101.417
0.00839	 101.417
0.0084	 101.417
0.00841	 101.417
0.00842	 101.417
0.00843	 101.417
0.00844	 101.417
0.00845	 101.417
0.00846	 101.417
0.00847	 101.417
0.00848	 101.417
0.00849	 101.417
0.0085	 101.417
0.00851	 101.417
0.00852	 101.417
0.00853	 101.417
0.00854	 101.417
0.00855	 101.417
0.00856	 101.417
0.00857	 101.417
0.00858	 101.417
0.00859	 101.417
0.0086	 101.417
0.00861	 101.417
0.00862	 101.417
0.00863	 101.417
0.00864	 101.417
0.00865	 101.417
0.00866	 101.417
0.00867	 101.417
0.00868	 101.417
0.00869	 101.417
0.0087	 101.417
0.00871	 101.417
0.00872	 101.417
0.00873	 101.417
0.00874	 101.417
0.00875	 101.417
0.00876	 101.417
0.00877	 101.417
0.00878	 101.417
0.00879	 101.417
0.0088	 101.417
0.00881	 101.417
0.00882	 101.417
0.00883	 101.417
0.00884	 101.417
0.00885	 101.417
0.00886	 101.417
0.00887	 101.417
0.00888	 101.417
0.00889	 101.417
0.0089	 101.417
0.00891	 101.417
0.00892	 101.417
0.00893	 101.417
0.00894	 101.417
0.00895	 101.417
0.00896	 101.417
0.00897	 101.417
0.00898	 101.417
0.00899	 101.417
0.009	 101.417
0.00901	 101.417
0.00902	 101.417
0.00903	 101.417
0.00904	 101.417
0.00905	 101.417
0.00906	 101.417
0.00907	 101.417
0.00908	 101.417
0.00909	 101.417
0.0091	 101.417
0.00911	 101.417
0.00912	 101.417
0.00913	 101.417
0.00914	 101.417
0.00915	 101.417
0.00916	 101.417
0.00917	 101.417
0.00918	 101.417
0.00919	 101.417
0.0092	 101.417
0.00921	 101.417
0.00922	 101.417
0.00923	 101.417
0.00924	 101.417
0.00925	 101.417
0.00926	 101.417
0.00927	 101.417
0.00928	 101.417
0.00929	 101.417
0.0093	 101.417
0.00931	 101.417
0.00932	 101.417
0.00933	 101.417
0.00934	 101.417
0.00935	 101.417
0.00936	 101.417
0.00937	 101.417
0.00938	 101.417
0.00939	 101.417
0.0094	 101.417
0.00941	 101.417
0.00942	 101.417
0.00943	 101.417
0.00944	 101.417
0.00945	 101.417
0.00946	 101.417
0.00947	 101.417
0.00948	 101.417
0.00949	 101.417
0.0095	 101.417
0.00951	 101.417
0.00952	 101.417
0.00953	 101.417
0.00954	 101.417
0.00955	 101.417
0.00956	 101.417
0.00957	 101.417
0.00958	 101.417
0.00959	 101.417
0.0096	 101.417
0.00961	 101.417
0.00962	 101.417
0.00963	 101.417
0.00964	 101.417
0.00965	 101.417
0.00966	 101.417
0.00967	 101.417
0.00968	 101.417
0.00969	 101.417
0.0097	 101.417
0.00971	 101.417
0.00972	 101.417
0.00973	 101.417
0.00974	 101.417
0.00975	 101.417
0.00976	 101.417
0.00977	 101.417
0.00978	 101.417
0.00979	 101.417
0.0098	 101.417
0.00981	 101.417
0.00982	 101.417
0.00983	 101.417
0.00984	 101.417
0.00985	 101.417
0.00986	 101.417
0.00987	 101.417
0.00988	 101.417
0.00989	 101.417
0.0099	 101.417
0.00991	 101.417
0.00992	 101.417
0.00993	 101.417
0.00994	 101.417
0.00995	 101.417
0.00996	 101.417
0.00997	 101.417
0.00998	 101.417
0.00999	 101.417
0.01	 101.417
0.01001	 101.417
0.01002	 101.417
0.01003	 101.417
0.01004	 101.417
0.01005	 101.417
0.01006	 101.417
0.01007	 101.417
0.01008	 101.417
0.01009	 101.417
0.0101	 101.417
0.01011	 101.417
0.01012	 101.417
0.01013	 101.417
0.01014	 101.417
0.01015	 101.417
0.01016	 101.417
0.01017	 101.417
0.01018	 101.417
0.01019	 101.417
0.0102	 101.417
0.01021	 101.417
0.01022	 101.417
0.01023	 101.417
0.01024	 101.417
0.01025	 101.417
0.01026	 101.417
0.01027	 101.417
0.01028	 101.417
0.01029	 101.417
0.0103	 101.417
0.01031	 101.417
0.01032	 101.417
0.01033	 101.417
0.01034	 101.417
0.01035	 101.417
0.01036	 101.417
0.01037	 101.417
0.01038	 101.417
0.01039	 101.417
0.0104	 101.417
0.01041	 101.417
0.01042	 101.417
0.01043	 101.417
0.01044	 101.417
0.01045	 101.417
0.01046	 101.417
0.01047	 101.417
0.01048	 101.417
0.01049	 101.417
0.0105	 101.417
0.01051	 101.417
0.01052	 101.417
0.01053	 101.417
0.01054	 101.417
0.01055	 101.417
0.01056	 101.417
0.01057	 101.417
0.01058	 101.417
0.01059	 101.417
0.0106	 101.417
0.01061	 101.417
0.01062	 101.417
0.01063	 101.417
0.01064	 101.417
0.01065	 101.417
0.01066	 101.417
0.01067	 101.417
0.01068	 101.417
0.01069	 101.417
0.0107	 101.417
0.01071	 101.417
0.01072	 101.417
0.01073	 101.417
0.01074	 101.417
0.01075	 101.417
0.01076	 101.417
0.01077	 101.417
0.01078	 101.417
0.01079	 101.417
0.0108	 101.417
0.01081	 101.417
0.01082	 101.417
0.01083	 101.417
0.01084	 101.417
0.01085	 101.417
0.01086	 101.417
0.01087	 101.417
0.01088	 101.417
0.01089	 101.417
0.0109	 101.417
0.01091	 101.417
0.01092	 101.417
0.01093	 101.417
0.01094	 101.417
0.01095	 101.417
0.01096	 101.417
0.01097	 101.417
0.01098	 101.417
0.01099	 101.417
0.011	 101.417
0.01101	 101.417
0.01102	 101.417
0.01103	 101.417
0.01104	 101.417
0.01105	 101.417
0.01106	 101.417
0.01107	 101.417
0.01108	 101.417
0.01109	 101.417
0.0111	 101.417
0.01111	 101.417
0.01112	 101.417
0.01113	 101.417
0.01114	 101.417
0.01115	 101.417
0.01116	 101.417
0.01117	 101.417
0.01118	 101.417
0.01119	 101.417
0.0112	 101.417
0.01121	 101.417
0.01122	 101.417
0.01123	 101.417
0.01124	 101.417
0.01125	 101.417
0.01126	 101.417
0.01127	 101.417
0.01128	 101.417
0.01129	 101.417
0.0113	 101.417
0.01131	 101.417
0.01132	 101.417
0.01133	 101.417
0.01134	 101.417
0.01135	 101.417
0.01136	 101.417
0.01137	 101.417
0.01138	 101.417
0.01139	 101.417
0.0114	 101.417
0.01141	 101.417
0.01142	 101.417
0.01143	 101.417
0.01144	 101.417
0.01145	 101.417
0.01146	 101.417
0.01147	 101.417
0.01148	 101.417
0.01149	 101.417
0.0115	 101.417
0.01151	 101.417
0.01152	 101.417
0.01153	 101.417
0.01154	 101.417
0.01155	 101.417
0.01156	 101.417
0.01157	 101.417
0.01158	 101.417
0.01159	 101.417
0.0116	 101.417
0.01161	 101.417
0.01162	 101.417
0.01163	 101.417
0.01164	 101.417
0.01165	 101.417
0.01166	 101.417
0.01167	 101.417
0.01168	 101.417
0.01169	 101.417
0.0117	 101.417
0.01171	 101.417
0.01172	 101.417
0.01173	 101.417
0.01174	 101.417
0.01175	 101.417
0.01176	 101.417
0.01177	 101.417
0.01178	 101.417
0.01179	 101.417
0.0118	 101.417
0.01181	 101.417
0.01182	 101.417
0.01183	 101.417
0.01184	 101.417
0.01185	 101.417
0.01186	 101.417
0.01187	 101.417
0.01188	 101.417
0.01189	 101.417
0.0119	 101.417
0.01191	 101.417
0.01192	 101.417
0.01193	 101.417
0.01194	 101.417
0.01195	 101.417
0.01196	 101.417
0.01197	 101.417
0.01198	 101.417
0.01199	 101.417
0.012	 101.417
0.01201	 101.417
0.01202	 101.417
0.01203	 101.417
0.01204	 101.417
0.01205	 101.417
0.01206	 101.417
0.01207	 101.417
0.01208	 101.417
0.01209	 101.417
0.0121	 101.417
0.01211	 101.417
0.01212	 101.417
0.01213	 101.417
0.01214	 101.417
0.01215	 101.417
0.01216	 101.417
0.01217	 101.417
0.01218	 101.417
0.01219	 101.417
0.0122	 101.417
0.01221	 101.417
0.01222	 101.417
0.01223	 101.417
0.01224	 101.417
0.01225	 101.417
0.01226	 101.417
0.01227	 101.417
0.01228	 101.417
0.01229	 101.417
0.0123	 101.417
0.01231	 101.417
0.01232	 101.417
0.01233	 101.417
0.01234	 101.417
0.01235	 101.417
0.01236	 101.417
0.01237	 101.417
0.01238	 101.417
0.01239	 101.417
0.0124	 101.417
0.01241	 101.417
0.01242	 101.417
0.01243	 101.417
0.01244	 101.417
0.01245	 101.417
0.01246	 101.417
0.01247	 101.417
0.01248	 101.417
0.01249	 101.417
0.0125	 101.417
0.01251	 101.417
0.01252	 101.417
0.01253	 101.417
0.01254	 101.417
0.01255	 101.417
0.01256	 101.417
0.01257	 101.417
0.01258	 101.417
0.01259	 101.417
0.0126	 101.417
0.01261	 101.417
0.01262	 101.417
0.01263	 101.417
0.01264	 101.417
0.01265	 101.417
0.01266	 101.417
0.01267	 101.417
0.01268	 101.417
0.01269	 101.417
0.0127	 101.417
0.01271	 101.417
0.01272	 101.417
0.01273	 101.417
0.01274	 101.417
0.01275	 101.417
0.01276	 101.417
0.01277	 101.417
0.01278	 101.417
0.01279	 101.417
0.0128	 101.417
0.01281	 101.417
0.01282	 101.417
0.01283	 101.417
0.01284	 101.417
0.01285	 101.417
0.01286	 101.417
0.01287	 101.417
0.01288	 101.417
0.01289	 101.417
0.0129	 101.417
0.01291	 101.417
0.01292	 101.417
0.01293	 101.417
0.01294	 101.417
0.01295	 101.417
0.01296	 101.417
0.01297	 101.417
0.01298	 101.417
0.01299	 101.417
0.013	 101.417
0.01301	 101.417
0.01302	 101.417
0.01303	 101.417
0.01304	 101.417
0.01305	 101.417
0.01306	 101.417
0.01307	 101.417
0.01308	 101.417
0.01309	 101.417
0.0131	 101.417
0.01311	 101.417
0.01312	 101.417
0.01313	 101.417
0.01314	 101.417
0.01315	 101.417
0.01316	 101.417
0.01317	 101.417
0.01318	 101.417
0.01319	 101.417
0.0132	 101.417
0.01321	 101.417
0.01322	 101.417
0.01323	 101.417
0.01324	 101.417
0.01325	 101.417
0.01326	 101.417
0.01327	 101.417
0.01328	 101.417
0.01329	 101.417
0.0133	 101.417
0.01331	 101.417
0.01332	 101.417
0.01333	 101.417
0.01334	 101.417
0.01335	 101.417
0.01336	 101.417
0.01337	 101.417
0.01338	 101.417
0.01339	 101.417
0.0134	 101.417
0.01341	 101.417
0.01342	 101.417
0.01343	 101.417
0.01344	 101.417
0.01345	 101.417
0.01346	 101.417
0.01347	 101.417
0.01348	 101.417
0.01349	 101.417
