"No.","Time","Source","Destination","Protocol","Length","Data","Info"
"815953","20201.642636","172.16.112.149","135.13.216.191","TELNET","60","","Telnet Data ..."
"815954","20201.643965","135.13.216.191","172.16.112.149","TELNET","60","","Telnet Data ..."
"815955","20201.662319","172.16.112.149","135.13.216.191","TCP","60","","31022  >  23 [ACK] Seq=1368 Ack=5081 Win=32120 Len=0"
"815956","20201.812402","172.16.112.149","135.13.216.191","TELNET","60","","Telnet Data ..."
"815957","20201.813353","135.13.216.191","172.16.112.149","TELNET","61","","Telnet Data ..."
"815958","20201.832293","172.16.112.149","135.13.216.191","TCP","60","","31022  >  23 [ACK] Seq=1369 Ack=5088 Win=32120 Len=0"
"815959","20201.833492","172.16.113.84","195.73.151.50","TELNET","60","","Telnet Data ..."
"815960","20201.834302","195.73.151.50","172.16.113.84","TELNET","60","","Telnet Data ..."
"815961","20201.852289","172.16.113.84","195.73.151.50","TCP","60","","15338  >  23 [ACK] Seq=1271 Ack=2914 Win=32120 Len=0"
"815962","20201.952414","172.16.113.84","195.73.151.50","TELNET","60","","Telnet Data ..."
"815963","20201.953203","195.73.151.50","172.16.113.84","TELNET","60","","Telnet Data ..."
"815964","20201.958342","172.16.115.234","172.16.112.100","TCP","60","","1092  >  139 [SYN] Seq=0 Win=8192 Len=0 MSS=1460"
"815965","20201.958560","3comFast_9c:b2:54","Broadcast","ARP","60","","Who has 172.16.115.234? Tell 172.16.112.100"
"815966","20201.958667","Dell_a3:57:db","3comFast_9c:b2:54","ARP","60","","172.16.115.234 is at 00:c0:4f:a3:57:db"
"815967","20201.958764","172.16.112.100","172.16.115.234","TCP","60","","139  >  1092 [SYN, ACK] Seq=0 Ack=1 Win=8760 Len=0 MSS=1460"
"815968","20201.959170","172.16.115.234","172.16.112.100","TCP","60","","1092  >  139 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"815969","20201.959528","172.16.115.234","172.16.112.100","NBSS","103","","NBSS Continuation Message"
"815970","20201.960041","172.16.115.234","172.16.112.100","NBSS","250","","NBSS Continuation Message"
"815971","20201.972261","172.16.113.84","195.73.151.50","TCP","60","","15338  >  23 [ACK] Seq=1272 Ack=2915 Win=32120 Len=0"
"815972","20201.982453","172.16.112.149","135.13.216.191","TELNET","60","","Telnet Data ..."
"815973","20201.983424","135.13.216.191","172.16.112.149","TELNET","60","","Telnet Data ..."
"815974","20202.002258","172.16.112.149","135.13.216.191","TCP","60","","31022  >  23 [ACK] Seq=1370 Ack=5089 Win=32120 Len=0"
"815975","20202.152484","172.16.112.149","135.13.216.191","TELNET","60","","Telnet Data ..."
"815976","20202.153404","135.13.216.191","172.16.112.149","TELNET","60","","Telnet Data ..."
"815977","20202.172212","172.16.112.149","135.13.216.191","TCP","60","","31022  >  23 [ACK] Seq=1371 Ack=5090 Win=32120 Len=0"
"815978","20202.252395","172.16.113.84","195.73.151.50","TELNET","60","","Telnet Data ..."
"815979","20202.253196","195.73.151.50","172.16.113.84","TELNET","60","","Telnet Data ..."
"815980","20202.272202","172.16.113.84","195.73.151.50","TCP","60","","15338  >  23 [ACK] Seq=1273 Ack=2916 Win=32120 Len=0"
"815981","20202.502336","172.16.113.84","195.73.151.50","TELNET","60","","Telnet Data ..."
"815982","20202.503246","195.73.151.50","172.16.113.84","TELNET","60","","Telnet Data ..."
"815983","20202.522151","172.16.113.84","195.73.151.50","TCP","60","","15338  >  23 [ACK] Seq=1274 Ack=2917 Win=32120 Len=0"
"815984","20202.612522","172.16.112.149","135.13.216.191","TELNET","60","","Telnet Data ..."
"815985","20202.613544","135.13.216.191","172.16.112.149","TELNET","61","","Telnet Data ..."
"815986","20202.632136","172.16.112.149","135.13.216.191","TCP","60","","31022  >  23 [ACK] Seq=1372 Ack=5097 Win=32120 Len=0"
"815987","20202.642531","172.16.113.84","195.73.151.50","TELNET","60","","Telnet Data ..."
"815988","20202.643344","195.73.151.50","172.16.113.84","TELNET","60","","Telnet Data ..."
"815989","20202.662116","172.16.113.84","195.73.151.50","TCP","60","","15338  >  23 [ACK] Seq=1275 Ack=2918 Win=32120 Len=0"
"815990","20202.782326","172.16.112.149","135.13.216.191","TELNET","60","","Telnet Data ..."
"815991","20202.783332","135.13.216.191","172.16.112.149","TELNET","60","","Telnet Data ..."
"815992","20202.802093","172.16.112.149","135.13.216.191","TCP","60","","31022  >  23 [ACK] Seq=1373 Ack=5098 Win=32120 Len=0"
"815993","20202.842515","172.16.113.84","195.73.151.50","TELNET","60","","Telnet Data ..."
"815994","20202.843316","195.73.151.50","172.16.113.84","TELNET","60","","Telnet Data ..."
"815995","20202.862097","172.16.113.84","195.73.151.50","TCP","60","","15338  >  23 [ACK] Seq=1276 Ack=2919 Win=32120 Len=0"
"815996","20202.962185","172.16.113.84","195.73.151.50","TELNET","60","","Telnet Data ..."
"815997","20202.962992","195.73.151.50","172.16.113.84","TELNET","60","","Telnet Data ..."
"815998","20202.982056","172.16.113.84","195.73.151.50","TCP","60","","15338  >  23 [ACK] Seq=1277 Ack=2920 Win=32120 Len=0"
"815999","20203.082517","172.16.113.84","195.73.151.50","TELNET","60","","Telnet Data ..."
"816000","20203.083312","195.73.151.50","172.16.113.84","TELNET","60","","Telnet Data ..."
"816001","20203.102035","172.16.113.84","195.73.151.50","TCP","60","","15338  >  23 [ACK] Seq=1278 Ack=2921 Win=32120 Len=0"
"816002","20203.202125","172.16.113.84","195.73.151.50","TELNET","60","","Telnet Data ..."
"816003","20203.203063","195.73.151.50","172.16.113.84","TELNET","60","","Telnet Data ..."
"816004","20203.222006","172.16.113.84","195.73.151.50","TCP","60","","15338  >  23 [ACK] Seq=1279 Ack=2922 Win=32120 Len=0"
"816005","20203.242315","172.16.112.149","135.13.216.191","TELNET","60","","Telnet Data ..."
"816006","20203.243329","135.13.216.191","172.16.112.149","TELNET","60","","Telnet Data ..."
"816007","20203.261994","172.16.112.149","135.13.216.191","TCP","60","","31022  >  23 [ACK] Seq=1374 Ack=5099 Win=32120 Len=0"
"816008","20203.372232","172.16.113.84","195.73.151.50","TELNET","60","","Telnet Data ..."
"816009","20203.373026","195.73.151.50","172.16.113.84","TELNET","60","","Telnet Data ..."
"816010","20203.391958","172.16.113.84","195.73.151.50","TCP","60","","15338  >  23 [ACK] Seq=1280 Ack=2923 Win=32120 Len=0"
"816011","20203.412110","172.16.112.149","135.13.216.191","TELNET","60","","Telnet Data ..."
"816012","20203.413076","135.13.216.191","172.16.112.149","TELNET","60","","Telnet Data ..."
"816013","20203.431947","172.16.112.149","135.13.216.191","TCP","60","","31022  >  23 [ACK] Seq=1375 Ack=5100 Win=32120 Len=0"
"816014","20203.582099","172.16.112.149","135.13.216.191","TELNET","60","","Telnet Data ..."
"816015","20203.583160","135.13.216.191","172.16.112.149","TELNET","61","","Telnet Data ..."
"816016","20203.601942","172.16.112.149","135.13.216.191","TCP","60","","31022  >  23 [ACK] Seq=1376 Ack=5107 Win=32120 Len=0"
"816017","20203.670400","196.227.33.189","172.16.114.169","TELNET","60","","Telnet Data ..."
"816018","20203.670762","172.16.114.169","196.227.33.189","TELNET","60","","Telnet Data ..."
"816019","20203.672080","172.16.113.84","195.73.151.50","TELNET","60","","Telnet Data ..."
"816020","20203.672893","195.73.151.50","172.16.113.84","TELNET","60","","Telnet Data ..."
"816021","20203.673683","Cisco_38:46:33","Cisco_38:46:33","LOOP","60","000000000000000000000000000000000000000000000000...","Reply"
"816022","20203.690167","196.227.33.189","172.16.114.169","TCP","60","","2689  >  23 [ACK] Seq=390 Ack=3404 Win=32120 Len=0"
"816023","20203.691897","172.16.113.84","195.73.151.50","TCP","60","","15338  >  23 [ACK] Seq=1281 Ack=2924 Win=32120 Len=0"
"816024","20203.752032","172.16.112.149","135.13.216.191","TELNET","60","","Telnet Data ..."
"816025","20203.752960","135.13.216.191","172.16.112.149","TELNET","60","","Telnet Data ..."
"816026","20203.771890","172.16.112.149","135.13.216.191","TCP","60","","31022  >  23 [ACK] Seq=1377 Ack=5108 Win=32120 Len=0"
"816027","20203.792053","172.16.113.84","195.73.151.50","TELNET","60","","Telnet Data ..."
"816028","20203.792849","195.73.151.50","172.16.113.84","TELNET","60","","Telnet Data ..."
"816029","20203.811884","172.16.113.84","195.73.151.50","TCP","60","","15338  >  23 [ACK] Seq=1282 Ack=2925 Win=32120 Len=0"
"816030","20203.912105","172.16.113.84","195.73.151.50","TELNET","60","","Telnet Data ..."
"816031","20203.912879","195.73.151.50","172.16.113.84","TELNET","60","","Telnet Data ..."
