"No.","Time","Source","Destination","Protocol","Length","Data","Info"
"95613","6252.742644","195.115.218.108","172.16.112.50","SSHv1","74","","Client: Encrypted packet (len=10)"
"95614","6252.757620","172.16.112.50","195.115.218.108","SSHv1","74","","Server: Encrypted packet (len=10)"
"95615","6252.772299","195.115.218.108","172.16.112.50","TCP","60","","8766  >  22 [ACK] Seq=7380 Ack=10012 Win=32120 Len=0"
"95616","6252.842475","197.218.177.69","172.16.114.148","TELNET","60","","Telnet Data ..."
"95617","6252.842952","172.16.114.148","197.218.177.69","TELNET","60","","Telnet Data ..."
"95618","6252.862273","197.218.177.69","172.16.114.148","TCP","60","","8783  >  23 [ACK] Seq=238 Ack=4528 Win=32120 Len=0"
"95619","6253.067365","172.16.113.204","172.16.112.100","TCP","60","","1051  >  21 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"95620","6253.067541","3comFast_9c:b2:54","Broadcast","ARP","60","","Who has 172.16.113.204? Tell 172.16.112.100"
"95621","6253.067679","Dell_a3:57:db","3comFast_9c:b2:54","ARP","60","","172.16.113.204 is at 00:c0:4f:a3:57:db"
"95622","6253.067777","172.16.112.100","172.16.113.204","TCP","60","","21  >  1051 [SYN, ACK] Seq=0 Ack=1 Win=8760 Len=0 MSS=1460"
"95623","6253.068225","172.16.113.204","172.16.112.100","TCP","60","","1051  >  21 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"95624","6253.068565","172.16.112.100","172.16.113.204","FTP","101","","Response: 220 hume Microsoft FTP Service (Version 2.0)."
"95625","6253.086605","172.16.113.204","172.16.112.100","TCP","60","","1051  >  21 [ACK] Seq=1 Ack=48 Win=32120 Len=0"
"95626","6253.424202","172.16.112.149","172.16.112.100","FTP","66","","Request: CWD lnknet"
"95627","6253.435964","172.16.112.100","172.16.112.149","FTP","83","","Response: 250 CWD command successful."
"95628","6253.452899","172.16.112.149","172.16.112.100","TCP","60","","25712  >  21 [ACK] Seq=145 Ack=451 Win=32120 Len=0"
"95629","6254.236248","Cisco_38:46:33","CDP/VTP/DTP/PAgP/UDLD","CDP","324","","Device ID: loud.eyrie.af.mil.eyrie.af.mil  Port ID: Ethernet1  "
"95630","6254.464255","172.16.112.149","172.16.112.100","FTP","83","","Request: PORT 172,16,112,149,100,117"
"95631","6254.464520","172.16.112.100","172.16.112.149","FTP","84","","Response: 200 PORT command successful."
"95632","6254.464865","172.16.112.149","172.16.112.100","FTP","60","","Request: LIST"
"95633","6254.465151","172.16.112.100","172.16.112.149","FTP","107","","Response: 150 Opening ASCII mode data connection for /bin/ls."
"95634","6254.465646","172.16.112.100","172.16.112.149","TCP","60","","20  >  25717 [SYN] Seq=0 Win=8192 Len=0 MSS=1460"
