"No.","Time","Source","Destination","Protocol","Length","Data","Info"
"260044","10344.080263","Cisco_38:46:33","Cisco_38:46:33","LOOP","60","000000000000000000000000000000000000000000000000...","Reply"
"260045","10344.151988","172.16.112.20","172.16.112.10","NTP","90","","NTP Version 3, client"
"260046","10344.152414","172.16.112.10","172.16.112.20","NTP","90","","NTP Version 3, server"
"260047","10344.383845","172.16.118.70","172.16.112.100","TCP","60","","1169  >  23 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"260048","10344.384036","3comFast_9c:b2:54","Broadcast","ARP","60","","Who has 172.16.118.70? Tell 172.16.112.100"
"260049","10344.384159","Dell_a3:57:db","3comFast_9c:b2:54","ARP","60","","172.16.118.70 is at 00:c0:4f:a3:57:db"
"260050","10344.384257","172.16.112.100","172.16.118.70","TCP","60","","23  >  1169 [SYN, ACK] Seq=0 Ack=1 Win=8760 Len=0 MSS=1460"
"260051","10344.384687","172.16.118.70","172.16.112.100","TCP","60","","1169  >  23 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"260052","10344.385690","172.16.118.70","172.16.112.100","TELNET","81","","Telnet Data ..."
"260053","10344.422972","172.16.112.100","172.16.118.70","TELNET","60","","Telnet Data ..."
"260054","10344.442240","172.16.118.70","172.16.112.100","TCP","60","","1169  >  23 [ACK] Seq=28 Ack=4 Win=32120 Len=0"
"260055","10344.442423","172.16.112.100","172.16.118.70","TELNET","75","","Telnet Data ..."
"260056","10344.443026","172.16.118.70","172.16.112.100","TELNET","75","","Telnet Data ..."
"260057","10344.601420","172.16.113.105","194.7.248.153","TELNET","60","","[TCP ZeroWindow] Telnet Data ..."
"260058","10344.616049","194.7.248.153","172.16.113.105","TCP","60","","23  >  15710 [ACK] Seq=59594 Ack=613 Win=32736 Len=0"
"260059","10344.631983","172.16.112.100","172.16.118.70","TCP","60","","23  >  1169 [ACK] Seq=25 Ack=49 Win=8712 Len=0"
