"No.","Time","Source","Destination","Protocol","Length","Data","Info"
"533767","14703.713810","194.27.251.21","172.16.112.100","TCP","60","","1305  >  80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"533768","14703.713966","172.16.112.100","194.27.251.21","TCP","60","","80  >  1305 [SYN, ACK] Seq=0 Ack=1 Win=8760 Len=0 MSS=1460"
"533769","14703.714897","194.27.251.21","172.16.112.100","TCP","60","","1305  >  80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"533770","14703.718113","194.27.251.21","172.16.112.100","HTTP","342","","GET /html/webstats/AF_Web0807.ppt HTTP/1.0 "
"533771","14703.765020","172.16.114.169","196.227.33.189","TELNET","60","","Telnet Data ..."
"533772","14703.765933","196.227.33.189","172.16.114.169","TELNET","60","","Telnet Data ..."
"533773","14703.784677","172.16.114.169","196.227.33.189","TCP","60","","23633  >  23 [ACK] Seq=5702 Ack=26270 Win=32120 Len=0"
"533774","14703.806251","172.16.112.100","194.27.251.21","TCP","1514","","[TCP segment of a reassembled PDU]"
"533775","14703.807481","172.16.112.100","194.27.251.21","TCP","1514","","[TCP segment of a reassembled PDU]"
"533776","14703.819819","194.27.251.21","172.16.112.100","TCP","60","","1305  >  80 [ACK] Seq=289 Ack=2921 Win=30660 Len=0"
"533777","14703.821098","172.16.112.100","194.27.251.21","TCP","1514","","[TCP segment of a reassembled PDU]"
"533778","14703.822329","172.16.112.100","194.27.251.21","TCP","1514","","[TCP segment of a reassembled PDU]"
"533779","14703.823563","172.16.112.100","194.27.251.21","TCP","1514","","[TCP segment of a reassembled PDU]"
"533780","14703.829781","194.27.251.21","172.16.112.100","TCP","60","","1305  >  80 [ACK] Seq=289 Ack=7301 Win=27740 Len=0"
"533781","14703.831055","172.16.112.100","194.27.251.21","TCP","1514","","[TCP segment of a reassembled PDU]"
"533782","14703.832290","172.16.112.100","194.27.251.21","TCP","1514","","[TCP segment of a reassembled PDU]"
"533783","14703.833532","172.16.112.100","194.27.251.21","TCP","1514","","[TCP segment of a reassembled PDU]"
"533784","14703.834752","172.16.112.100","194.27.251.21","TCP","1514","","[TCP segment of a reassembled PDU]"
"533785","14703.839791","194.27.251.21","172.16.112.100","TCP","60","","1305  >  80 [ACK] Seq=289 Ack=13141 Win=24820 Len=0"
"533786","14703.841058","172.16.112.100","194.27.251.21","TCP","1514","","[TCP segment of a reassembled PDU]"
"533787","14703.842289","172.16.112.100","194.27.251.21","TCP","1514","","[TCP segment of a reassembled PDU]"
"533788","14703.843521","172.16.112.100","194.27.251.21","TCP","1514","","[TCP segment of a reassembled PDU]"
"533789","14703.844765","172.16.112.100","194.27.251.21","TCP","1514","","[TCP segment of a reassembled PDU]"
"533790","14703.845987","172.16.112.100","194.27.251.21","TCP","1514","","[TCP segment of a reassembled PDU]"
"533791","14703.849777","194.27.251.21","172.16.112.100","TCP","60","","1305  >  80 [ACK] Seq=289 Ack=20441 Win=20440 Len=0"
"533792","14703.851057","172.16.112.100","194.27.251.21","TCP","1514","","[TCP segment of a reassembled PDU]"
"533793","14703.852287","172.16.112.100","194.27.251.21","TCP","1514","","[TCP segment of a reassembled PDU]"
"533794","14703.853520","172.16.112.100","194.27.251.21","TCP","1514","","[TCP segment of a reassembled PDU]"
"533795","14703.854760","172.16.112.100","194.27.251.21","TCP","1514","","[TCP segment of a reassembled PDU]"
"533796","14703.855282","172.16.112.100","194.27.251.21","HTTP","638","","HTTP/1.0 200 OK  (application/x-mspowerpoint)"
"533797","14703.859771","194.27.251.21","172.16.112.100","TCP","60","","1305  >  80 [ACK] Seq=289 Ack=26865 Win=16060 Len=0"
"533798","14703.904941","172.16.114.169","196.227.33.189","TELNET","60","","Telnet Data ..."
"533799","14703.905930","196.227.33.189","172.16.114.169","TELNET","60","","Telnet Data ..."
"533800","14703.924643","172.16.114.169","196.227.33.189","TCP","60","","23633  >  23 [ACK] Seq=5703 Ack=26271 Win=32120 Len=0"
"533801","14704.044893","172.16.114.169","196.227.33.189","TELNET","60","","Telnet Data ..."
"533802","14704.045690","196.227.33.189","172.16.114.169","TELNET","60","","Telnet Data ..."
"533803","14704.064616","172.16.114.169","196.227.33.189","TCP","60","","23633  >  23 [ACK] Seq=5704 Ack=26272 Win=32120 Len=0"
"533804","14704.226682","172.16.114.169","196.227.33.189","TELNET","60","","Telnet Data ..."
"533805","14704.227631","196.227.33.189","172.16.114.169","TELNET","60","","Telnet Data ..."
"533806","14704.244581","172.16.114.169","196.227.33.189","TCP","60","","23633  >  23 [ACK] Seq=5706 Ack=26274 Win=32120 Len=0"
"533807","14704.446014","172.16.114.168","197.182.91.233","TELNET","60","","Telnet Data ..."
"533808","14704.446812","197.182.91.233","172.16.114.168","TELNET","60","","Telnet Data ..."
"533809","14704.464536","172.16.114.168","197.182.91.233","TCP","60","","20575  >  23 [ACK] Seq=836 Ack=10995 Win=32120 Len=0"
"533810","14704.514873","172.16.114.168","197.182.91.233","TELNET","60","","Telnet Data ..."
"533811","14704.515716","197.182.91.233","172.16.114.168","TELNET","60","","Telnet Data ..."
