"No.","Time","Source","Destination","Protocol","Length","Data","Info"
"222390","9698.835480","172.16.113.105","194.7.248.153","TELNET","60","","Telnet Data ..."
"222391","9698.836275","194.7.248.153","172.16.113.105","TELNET","60","","Telnet Data ..."
"222392","9698.855070","172.16.113.105","194.7.248.153","TCP","60","","15710  >  23 [ACK] Seq=475 Ack=50989 Win=8605 Len=0"
"222393","9698.856713","194.7.248.153","172.16.113.105","TELNET","650","","Telnet Data ..."
"222394","9698.875062","172.16.113.105","194.7.248.153","TCP","60","","15710  >  23 [ACK] Seq=475 Ack=51585 Win=8009 Len=0"
"222395","9699.326838","205.160.208.190","172.16.112.100","TCP","60","","1170  >  23 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"222396","9699.326984","172.16.112.100","205.160.208.190","TCP","60","","23  >  1170 [SYN, ACK] Seq=0 Ack=1 Win=8760 Len=0 MSS=1460"
"222397","9699.327879","205.160.208.190","172.16.112.100","TCP","60","","1170  >  23 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"222398","9699.332894","205.160.208.190","172.16.112.100","TELNET","81","","Telnet Data ..."
"222399","9699.363242","172.16.117.103","207.25.71.200","TCP","60","","2890  >  80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"222400","9699.366466","207.25.71.200","172.16.117.103","TCP","60","","80  >  2890 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"222401","9699.366632","172.16.117.103","207.25.71.200","TCP","60","","2890  >  80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"222402","9699.367058","172.16.117.103","207.25.71.200","HTTP","203","","GET / HTTP/1.0 "
"222403","9699.385332","207.25.71.200","172.16.117.103","TCP","60","","80  >  2890 [ACK] Seq=1 Ack=150 Win=32736 Len=0"
"222404","9699.408514","207.25.71.200","172.16.117.103","TCP","1514","","[TCP segment of a reassembled PDU]"
"222405","9699.409742","207.25.71.200","172.16.117.103","TCP","1514","","[TCP segment of a reassembled PDU]"
"222406","9699.414956","172.16.117.103","207.25.71.200","TCP","60","","2890  >  80 [ACK] Seq=150 Ack=2921 Win=32120 Len=0"
"222407","9699.420539","207.25.71.200","172.16.117.103","TCP","1514","","[TCP segment of a reassembled PDU]"
"222408","9699.421776","207.25.71.200","172.16.117.103","TCP","1514","","[TCP segment of a reassembled PDU]"
"222409","9699.423020","207.25.71.200","172.16.117.103","TCP","1514","","[TCP segment of a reassembled PDU]"
"222410","9699.424955","172.16.117.103","207.25.71.200","TCP","60","","2890  >  80 [ACK] Seq=150 Ack=7301 Win=32120 Len=0"
"222411","9699.430302","207.25.71.200","172.16.117.103","TCP","1514","","[TCP segment of a reassembled PDU]"
"222412","9699.431547","207.25.71.200","172.16.117.103","TCP","1514","","[TCP segment of a reassembled PDU]"
"222413","9699.432792","207.25.71.200","172.16.117.103","TCP","1514","","[TCP segment of a reassembled PDU]"
"222414","9699.434022","207.25.71.200","172.16.117.103","TCP","1514","","[TCP segment of a reassembled PDU]"
"222415","9699.434098","172.16.112.100","205.160.208.190","TELNET","60","","Telnet Data ..."
"222416","9699.434960","172.16.117.103","207.25.71.200","TCP","60","","2890  >  80 [ACK] Seq=150 Ack=13141 Win=32120 Len=0"
"222417","9699.440307","207.25.71.200","172.16.117.103","TCP","1514","","[TCP segment of a reassembled PDU]"
"222418","9699.441548","207.25.71.200","172.16.117.103","TCP","1514","","[TCP segment of a reassembled PDU]"
"222419","9699.442780","207.25.71.200","172.16.117.103","TCP","1514","","[TCP segment of a reassembled PDU]"
"222420","9699.444012","207.25.71.200","172.16.117.103","TCP","1514","","[TCP segment of a reassembled PDU]"
"222421","9699.445244","207.25.71.200","172.16.117.103","TCP","1514","","[TCP segment of a reassembled PDU]"
"222422","9699.445318","172.16.117.103","207.25.71.200","TCP","60","","2890  >  80 [ACK] Seq=150 Ack=18981 Win=32120 Len=0"
"222423","9699.450721","207.25.71.200","172.16.117.103","TCP","1514","","[TCP segment of a reassembled PDU]"
"222424","9699.451950","207.25.71.200","172.16.117.103","TCP","1514","","[TCP segment of a reassembled PDU]"
"222425","9699.453184","207.25.71.200","172.16.117.103","TCP","1514","","[TCP segment of a reassembled PDU]"
"222426","9699.454579","207.25.71.200","172.16.117.103","TCP","1514","","[TCP segment of a reassembled PDU]"
"222427","9699.455843","207.25.71.200","172.16.117.103","TCP","1514","","[TCP segment of a reassembled PDU]"
"222428","9699.456049","172.16.117.103","207.25.71.200","TCP","60","","2890  >  80 [ACK] Seq=150 Ack=26281 Win=30660 Len=0"
"222429","9699.456110","205.160.208.190","172.16.112.100","TCP","60","","1170  >  23 [ACK] Seq=28 Ack=4 Win=32120 Len=0"
