"No.","Time","Source","Destination","Protocol","Length","Data","Info"
"341331","11321.800484","209.1.12.46","172.16.112.100","TCP","60","","1028  >  80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"341332","11321.800619","172.16.112.100","209.1.12.46","TCP","60","","80  >  1028 [SYN, ACK] Seq=0 Ack=1 Win=8760 Len=0 MSS=1460"
"341333","11321.803464","209.1.12.46","172.16.112.100","TCP","60","","1028  >  80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"341334","11321.803679","209.1.12.46","172.16.112.100","TCP","64","","[TCP segment of a reassembled PDU]"
"341335","11321.959823","172.16.112.100","209.1.12.46","TCP","60","","80  >  1028 [ACK] Seq=1 Ack=11 Win=8750 Len=0"
"341336","11322.992783","135.13.216.191","172.16.114.50","TELNET","62","","Telnet Data ..."
"341337","11322.993292","172.16.114.50","135.13.216.191","TELNET","60","","Telnet Data ..."
"341338","11323.011031","135.13.216.191","172.16.114.50","TCP","60","","11394  >  23 [ACK] Seq=1895 Ack=78469 Win=32120 Len=0"
"341339","11323.076702","172.16.114.50","135.13.216.191","TELNET","73","","Telnet Data ..."
"341340","11323.091015","135.13.216.191","172.16.114.50","TCP","60","","11394  >  23 [ACK] Seq=1895 Ack=78488 Win=32120 Len=0"
"341341","11323.161265","135.13.216.191","172.16.112.50","TELNET","60","","Telnet Data ..."
"341342","11323.161656","172.16.112.50","135.13.216.191","TELNET","60","","Telnet Data ..."
"341343","11323.180997","135.13.216.191","172.16.112.50","TCP","60","","8243  >  23 [ACK] Seq=1454 Ack=295136 Win=21593 Len=0"
"341344","11323.181501","172.16.112.50","135.13.216.191","TELNET","375","","Telnet Data ..."
"341345","11323.200992","135.13.216.191","172.16.112.50","TCP","60","","8243  >  23 [ACK] Seq=1454 Ack=295457 Win=21272 Len=0"
"341346","11325.471554","Cisco_38:46:33","Cisco_38:46:33","LOOP","60","000000000000000000000000000000000000000000000000...","Reply"
"341347","11325.746508","WesternD_17:79:5a","Dell_a3:57:db","ARP","60","","Who has 172.16.112.20? Tell 172.16.114.50"
"341348","11325.746678","Dell_a3:57:db","WesternD_17:79:5a","ARP","60","","172.16.112.20 is at 00:c0:4f:a3:57:db"
"341349","11328.048132","172.16.113.50","172.16.112.10","NTP","90","","NTP Version 3, client"
"341350","11328.048566","172.16.112.10","172.16.113.50","NTP","90","","NTP Version 3, server"
"341351","11328.877517","209.1.12.46","172.16.112.100","TCP","60","","1028  >  80 [FIN, ACK] Seq=11 Ack=1 Win=32120 Len=0"
"341352","11328.877656","172.16.112.100","209.1.12.46","TCP","60","","80  >  1028 [ACK] Seq=1 Ack=12 Win=8750 Len=0"
"341353","11328.887981","172.16.114.207","196.37.75.158","TELNET","60","","Telnet Data ..."
"341354","11328.888953","196.37.75.158","172.16.114.207","TELNET","60","","Telnet Data ..."
"341355","11328.906650","172.16.114.207","196.37.75.158","TCP","60","","20585  >  23 [ACK] Seq=1745 Ack=12742 Win=32120 Len=0"
"341356","11328.936747","172.16.114.207","196.37.75.158","TELNET","60","","Telnet Data ..."
"341357","11328.937931","196.37.75.158","172.16.114.207","TELNET","60","","Telnet Data ..."
"341358","11328.956637","172.16.114.207","196.37.75.158","TCP","60","","20585  >  23 [ACK] Seq=1746 Ack=12743 Win=32120 Len=0"
"341359","11329.007350","172.16.112.20","172.16.255.255","RIPv1","66","","Response"
"341360","11329.007536","172.16.112.20","172.16.118.255","RIPv1","66","","Response"
"341361","11329.036745","172.16.114.207","196.37.75.158","TELNET","60","","Telnet Data ..."
"341362","11329.037538","196.37.75.158","172.16.114.207","TELNET","60","","Telnet Data ..."
"341363","11329.056633","172.16.114.207","196.37.75.158","TCP","60","","20585  >  23 [ACK] Seq=1747 Ack=12744 Win=32120 Len=0"
"341364","11329.086716","172.16.114.207","196.37.75.158","TELNET","60","","Telnet Data ..."
"341365","11329.087769","196.37.75.158","172.16.114.207","TELNET","60","","Telnet Data ..."
"341366","11329.106602","172.16.114.207","196.37.75.158","TCP","60","","20585  >  23 [ACK] Seq=1748 Ack=12745 Win=32120 Len=0"
"341367","11329.107410","135.13.216.191","172.16.112.50","TELNET","60","","Telnet Data ..."
"341368","11329.107766","172.16.112.50","135.13.216.191","TELNET","60","","Telnet Data ..."
"341369","11329.119872","135.13.216.191","172.16.112.50","TCP","60","","8243  >  23 [ACK] Seq=1456 Ack=295460 Win=21269 Len=0"
"341370","11329.120373","172.16.112.50","135.13.216.191","TELNET","375","","Telnet Data ..."
"341371","11329.139824","135.13.216.191","172.16.112.50","TCP","60","","8243  >  23 [ACK] Seq=1456 Ack=295781 Win=20948 Len=0"
"341372","11329.156699","172.16.114.207","196.37.75.158","TELNET","60","","Telnet Data ..."
"341373","11329.157607","196.37.75.158","172.16.114.207","TELNET","60","","Telnet Data ..."
"341374","11329.176588","172.16.114.207","196.37.75.158","TCP","60","","20585  >  23 [ACK] Seq=1749 Ack=12746 Win=32120 Len=0"
"341375","11329.206688","172.16.114.207","196.37.75.158","TELNET","60","","Telnet Data ..."
"341376","11329.207478","196.37.75.158","172.16.114.207","TELNET","60","","Telnet Data ..."
"341377","11329.226576","172.16.114.207","196.37.75.158","TCP","60","","20585  >  23 [ACK] Seq=1750 Ack=12747 Win=32120 Len=0"
"341378","11329.276676","172.16.114.207","196.37.75.158","TELNET","60","","Telnet Data ..."
"341379","11329.277457","196.37.75.158","172.16.114.207","TELNET","60","","Telnet Data ..."
"341380","11329.296563","172.16.114.207","196.37.75.158","TCP","60","","20585  >  23 [ACK] Seq=1751 Ack=12748 Win=32120 Len=0"
"341381","11329.376666","172.16.114.207","196.37.75.158","TELNET","60","","Telnet Data ..."
"341382","11329.377637","196.37.75.158","172.16.114.207","TELNET","60","","Telnet Data ..."
"341383","11329.396543","172.16.114.207","196.37.75.158","TCP","60","","20585  >  23 [ACK] Seq=1752 Ack=12749 Win=32120 Len=0"
"341384","11329.426643","172.16.114.207","196.37.75.158","TELNET","60","","Telnet Data ..."
"341385","11329.427419","196.37.75.158","172.16.114.207","TELNET","60","","Telnet Data ..."
"341386","11329.446532","172.16.114.207","196.37.75.158","TCP","60","","20585  >  23 [ACK] Seq=1753 Ack=12750 Win=32120 Len=0"
"341387","11329.476631","172.16.114.207","196.37.75.158","TELNET","60","","Telnet Data ..."
"341388","11329.477677","196.37.75.158","172.16.114.207","TELNET","60","","Telnet Data ..."
"341389","11329.496591","172.16.114.207","196.37.75.158","TCP","60","","20585  >  23 [ACK] Seq=1754 Ack=12751 Win=32120 Len=0"
"341390","11329.576629","172.16.114.207","196.37.75.158","TELNET","60","","Telnet Data ..."
"341391","11329.577629","196.37.75.158","172.16.114.207","TELNET","60","","Telnet Data ..."
