"No.","Time","Source","Destination","Protocol","Length","Data","Info"
"2710","758.505584","194.27.251.21","172.16.112.100","TCP","60","","1026  >  25 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"2711","758.505780","3comFast_9c:b2:54","Broadcast","ARP","60","","Who has 172.16.0.1? Tell 172.16.112.100"
"2712","758.507286","Cisco_38:46:33","3comFast_9c:b2:54","ARP","60","","172.16.0.1 is at 00:10:7b:38:46:33"
"2713","758.507385","172.16.112.100","194.27.251.21","TCP","60","","25  >  1026 [SYN, ACK] Seq=0 Ack=1 Win=8760 Len=0 MSS=1460"
"2714","758.508329","194.27.251.21","172.16.112.100","TCP","60","","1026  >  25 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"2715","758.510636","3comFast_9c:b2:54","Broadcast","ARP","60","","Who has 172.16.112.20? Tell 172.16.112.100"
"2716","758.510765","Dell_a3:57:db","3comFast_9c:b2:54","ARP","60","","172.16.112.20 is at 00:c0:4f:a3:57:db"
"2717","758.510894","172.16.112.100","172.16.112.20","DNS","86","","Standard query 0x0002 PTR 21.251.27.194.in-addr.arpa"
"2718","758.511918","172.16.112.20","172.16.112.100","DNS","152","","Standard query response 0x0002 No such name PTR 21.251.27.194.in-addr.arpa SOA aesop.world.net"
"2719","758.512328","172.16.112.100","194.27.251.21","NBNS","92","","Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"2720","758.513330","194.27.251.21","172.16.112.100","ICMP","120","","Destination unreachable (Port unreachable)"
"2721","760.007531","172.16.112.100","194.27.251.21","NBNS","92","","Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"2722","760.008506","194.27.251.21","172.16.112.100","ICMP","120","","Destination unreachable (Port unreachable)"
"2723","761.153021","172.16.112.50","172.16.112.10","NTP","90","","NTP Version 3, client"
"2724","761.153444","172.16.112.10","172.16.112.50","NTP","90","","NTP Version 3, server"
"2725","761.507245","172.16.112.100","194.27.251.21","NBNS","92","","Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"2726","761.508313","194.27.251.21","172.16.112.100","ICMP","120","","Destination unreachable (Port unreachable)"
