"No.","Time","Source","Destination","Protocol","Length","Data","Info"
"218602","9633.759129","172.16.113.105","194.7.248.153","TELNET","60","","Telnet Data ..."
"218603","9633.760210","194.7.248.153","172.16.113.105","TELNET","60","","Telnet Data ..."
"218604","9633.778608","172.16.113.105","194.7.248.153","TCP","60","","15710  >  23 [ACK] Seq=457 Ack=47272 Win=12322 Len=0"
"218605","9633.779303","194.7.248.153","172.16.113.105","TELNET","60","","Telnet Data ..."
"218606","9633.798596","172.16.113.105","194.7.248.153","TCP","60","","15710  >  23 [ACK] Seq=457 Ack=47274 Win=12320 Len=0"
"218607","9634.144906","205.160.208.190","172.16.112.100","TCP","60","","[TCP Spurious Retransmission] 1116  >  21 [SYN] Seq=0 Win=32120 Len=0 MSS=1460"
"218608","9634.145052","172.16.112.100","205.160.208.190","TCP","60","","[TCP Previous segment not captured] [TCP Port numbers reused] 21  >  1116 [SYN, ACK] Seq=9000 Ack=1 Win=8760 Len=0 MSS=1460"
"218609","9634.145928","205.160.208.190","172.16.112.100","TCP","60","","[TCP ACKed unseen segment] 1116  >  21 [ACK] Seq=1 Ack=9001 Win=32120 Len=0"
"218610","9634.146276","172.16.112.100","205.160.208.190","FTP","101","","Response: 220 hume Microsoft FTP Service (Version 2.0)."
"218611","9634.164859","205.160.208.190","172.16.112.100","TCP","60","","1116  >  21 [ACK] Seq=1 Ack=9048 Win=32120 Len=0"
"218612","9634.348712","196.227.33.189","172.16.114.169","TELNET","60","","Telnet Data ..."
"218613","9634.349338","172.16.114.169","196.227.33.189","TELNET","75","","Telnet Data ..."
"218614","9634.367633","196.227.33.189","172.16.114.169","TCP","60","","12499  >  23 [ACK] Seq=292 Ack=3806 Win=32120 Len=0"
"218615","9634.509352","196.227.33.189","172.16.114.169","TELNET","60","","Telnet Data ..."
"218616","9634.509749","172.16.114.169","196.227.33.189","TELNET","60","","Telnet Data ..."
"218617","9634.527564","196.227.33.189","172.16.114.169","TCP","60","","12499  >  23 [ACK] Seq=294 Ack=3807 Win=32120 Len=0"
"218618","9636.518158","196.227.33.189","172.16.114.169","TELNET","60","","Telnet Data ..."
"218619","9636.518925","172.16.114.169","196.227.33.189","TELNET","62","","Telnet Data ..."
"218620","9636.537157","196.227.33.189","172.16.114.169","TCP","60","","12499  >  23 [ACK] Seq=295 Ack=3815 Win=32120 Len=0"
"218621","9636.727249","196.227.33.189","172.16.114.169","TELNET","60","","Telnet Data ..."
"218622","9636.727907","172.16.114.169","196.227.33.189","TELNET","60","","Telnet Data ..."
"218623","9636.747115","196.227.33.189","172.16.114.169","TCP","60","","12499  >  23 [ACK] Seq=296 Ack=3816 Win=32120 Len=0"
"218624","9636.937216","196.227.33.189","172.16.114.169","TELNET","60","","Telnet Data ..."
"218625","9636.937909","172.16.114.169","196.227.33.189","TELNET","60","","Telnet Data ..."
"218626","9636.957069","196.227.33.189","172.16.114.169","TCP","60","","12499  >  23 [ACK] Seq=297 Ack=3817 Win=32120 Len=0"
"218627","9636.995563","172.16.112.20","192.168.1.20","DNS","71","","Standard query 0x5199 A www.wpi.edu"
"218628","9637.000066","192.168.1.20","172.16.112.20","DNS","131","","Standard query response 0x5199 A www.wpi.edu A 130.215.25.53 NS aesop.world.net A 192.168.1.20"
"218629","9637.001510","172.16.117.111","130.215.25.53","TCP","60","","31874  >  80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"218630","9637.006738","130.215.25.53","172.16.117.111","TCP","60","","80  >  31874 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"218631","9637.006973","172.16.117.111","130.215.25.53","TCP","60","","31874  >  80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"218632","9637.007561","172.16.117.111","130.215.25.53","HTTP","212","","GET / HTTP/1.0 "
"218633","9637.020638","130.215.25.53","172.16.117.111","TCP","60","","80  >  31874 [ACK] Seq=1 Ack=159 Win=32736 Len=0"
"218634","9637.029802","130.215.25.53","172.16.117.111","TCP","1514","","[TCP segment of a reassembled PDU]"
"218635","9637.031032","130.215.25.53","172.16.117.111","TCP","1514","","[TCP segment of a reassembled PDU]"
