"No.","Time","Source","Destination","Protocol","Length","Data","Info"
"218308","9625.147317","205.160.208.190","172.16.112.100","TCP","60","","1116  >  21 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"218309","9625.147457","172.16.112.100","205.160.208.190","TCP","60","","21  >  1116 [SYN, ACK] Seq=0 Ack=1 Win=8760 Len=0 MSS=1460"
"218310","9625.564800","172.16.112.20","192.168.1.20","DNS","71","","Standard query 0x5196 A cg.zip2.com"
"218311","9625.569276","192.168.1.20","172.16.112.20","DNS","131","","Standard query response 0x5196 A cg.zip2.com A 208.221.32.46 NS aesop.world.net A 192.168.1.20"
"218312","9625.570689","172.16.114.207","208.221.32.46","TCP","60","","31756  >  80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"218313","9625.575904","208.221.32.46","172.16.114.207","TCP","60","","80  >  31756 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"218314","9625.576086","172.16.114.207","208.221.32.46","TCP","60","","31756  >  80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"218315","9625.576743","172.16.114.207","208.221.32.46","HTTP","450","","GET /boston/scripts/search.dll?sic=152103&ep=2&addrtype=6&query=&qcity=Greater%20Boston&qstate=MA&qname=&pg=&errp=8002&qzip= HTTP/1.0 "
"218316","9625.593425","208.221.32.46","172.16.114.207","TCP","60","","80  >  31756 [ACK] Seq=1 Ack=397 Win=32736 Len=0"
"218317","9625.632958","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218318","9625.634189","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218319","9625.640300","172.16.114.207","208.221.32.46","TCP","60","","31756  >  80 [ACK] Seq=397 Ack=2921 Win=32120 Len=0"
"218320","9625.645938","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218321","9625.647222","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218322","9625.648453","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218323","9625.650303","172.16.114.207","208.221.32.46","TCP","60","","31756  >  80 [ACK] Seq=397 Ack=7301 Win=32120 Len=0"
"218324","9625.655725","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218325","9625.656965","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218326","9625.658203","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218327","9625.659432","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218328","9625.660290","172.16.114.207","208.221.32.46","TCP","60","","31756  >  80 [ACK] Seq=397 Ack=13141 Win=32120 Len=0"
"218329","9625.665724","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218330","9625.666976","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218331","9625.668200","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218332","9625.669431","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218333","9625.670664","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218334","9625.670735","172.16.114.207","208.221.32.46","TCP","60","","31756  >  80 [ACK] Seq=397 Ack=18981 Win=32120 Len=0"
"218335","9625.676208","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218336","9625.677480","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218337","9625.678702","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218338","9625.679932","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218339","9625.681164","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218340","9625.681235","172.16.114.207","208.221.32.46","TCP","60","","31756  >  80 [ACK] Seq=397 Ack=26281 Win=30660 Len=0"
"218341","9625.686716","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218342","9625.687969","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218343","9625.689206","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218344","9625.690439","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218345","9625.691717","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218346","9625.692972","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218347","9625.693047","172.16.114.207","208.221.32.46","TCP","60","","31756  >  80 [ACK] Seq=397 Ack=32121 Win=32120 Len=0"
"218348","9625.698544","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218349","9625.699774","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218350","9625.701019","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218351","9625.702276","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218352","9625.703529","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218353","9625.703606","172.16.114.207","208.221.32.46","TCP","60","","31756  >  80 [ACK] Seq=397 Ack=39421 Win=30660 Len=0"
"218354","9625.709104","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218355","9625.710334","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218356","9625.711590","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218357","9625.712882","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218358","9625.714137","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218359","9625.715441","208.221.32.46","172.16.114.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"218360","9625.715502","172.16.114.207","208.221.32.46","TCP","60","","31756  >  80 [ACK] Seq=397 Ack=45261 Win=32120 Len=0"
"218361","9625.718873","208.221.32.46","172.16.114.207","TCP","209","","[TCP segment of a reassembled PDU]"
"218362","9625.718964","208.221.32.46","172.16.114.207","HTTP","60","","HTTP/1.0 200 OK  (text/html)"
"218363","9625.719110","172.16.114.207","208.221.32.46","TCP","60","","31756  >  80 [ACK] Seq=397 Ack=52717 Win=32120 Len=0"
"218364","9625.719916","172.16.114.207","208.221.32.46","TCP","60","","31756  >  80 [FIN, ACK] Seq=397 Ack=52717 Win=32120 Len=0"
"218365","9625.722448","208.221.32.46","172.16.114.207","TCP","60","","80  >  31756 [ACK] Seq=52717 Ack=398 Win=32735 Len=0"
"218366","9626.105980","172.16.117.103","204.123.2.66","TCP","60","","31758  >  80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"218367","9626.111385","204.123.2.66","172.16.117.103","TCP","60","","80  >  31758 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"218368","9626.111562","172.16.117.103","204.123.2.66","TCP","60","","31758  >  80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"218369","9626.112010","172.16.117.103","204.123.2.66","HTTP","213","","GET / HTTP/1.0 "
"218370","9626.130928","204.123.2.66","172.16.117.103","HTTP","216","","HTTP/1.0 301 Moved Permanently "
"218371","9626.131014","204.123.2.66","172.16.117.103","TCP","60","","80  >  31758 [FIN, ACK] Seq=163 Ack=160 Win=32736 Len=0"
"218372","9626.131193","172.16.117.103","204.123.2.66","TCP","60","","31758  >  80 [ACK] Seq=160 Ack=164 Win=32120 Len=0"
"218373","9626.131500","172.16.117.103","204.123.2.66","TCP","60","","31758  >  80 [FIN, ACK] Seq=160 Ack=164 Win=32120 Len=0"
"218374","9626.133773","172.16.117.103","204.123.2.107","TCP","60","","31808  >  80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"218375","9626.134851","204.123.2.66","172.16.117.103","TCP","60","","80  >  31758 [ACK] Seq=164 Ack=161 Win=32735 Len=0"
"218376","9626.136284","204.123.2.107","172.16.117.103","TCP","60","","80  >  31808 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"218377","9626.136432","172.16.117.103","204.123.2.107","TCP","60","","31808  >  80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"218378","9626.136813","172.16.117.103","204.123.2.107","HTTP","209","","GET / HTTP/1.0 "
"218379","9626.153303","204.123.2.107","172.16.117.103","TCP","60","","80  >  31808 [ACK] Seq=1 Ack=156 Win=32736 Len=0"
"218380","9626.159061","204.123.2.107","172.16.117.103","TCP","1514","","[TCP segment of a reassembled PDU]"
"218381","9626.160289","204.123.2.107","172.16.117.103","TCP","1514","","[TCP segment of a reassembled PDU]"
"218382","9626.170196","172.16.117.103","204.123.2.107","TCP","60","","31808  >  80 [ACK] Seq=156 Ack=2921 Win=32120 Len=0"
"218383","9626.176257","204.123.2.107","172.16.117.103","TCP","1514","","[TCP segment of a reassembled PDU]"
"218384","9626.177502","204.123.2.107","172.16.117.103","TCP","1514","","[TCP segment of a reassembled PDU]"
"218385","9626.178736","204.123.2.107","172.16.117.103","TCP","1514","","[TCP segment of a reassembled PDU]"
