"No.","Time","Source","Destination","Protocol","Length","Data","Info"
"854647","21010.639664","196.227.33.189","172.16.112.50","TELNET","60","","Telnet Data ..."
"854648","21010.640059","172.16.112.50","196.227.33.189","TELNET","60","","Telnet Data ..."
"854649","21010.659326","196.227.33.189","172.16.112.50","TCP","60","","32327  >  23 [ACK] Seq=3272 Ack=16420 Win=32120 Len=0"
"854650","21010.749432","196.227.33.189","172.16.112.50","TELNET","60","","Telnet Data ..."
"854651","21010.749840","172.16.112.50","196.227.33.189","TELNET","60","","Telnet Data ..."
"854652","21010.769321","196.227.33.189","172.16.112.50","TCP","60","","32327  >  23 [ACK] Seq=3273 Ack=16421 Win=32120 Len=0"
"854653","21010.859457","195.73.151.50","172.16.113.84","TELNET","60","","Telnet Data ..."
"854654","21010.873711","172.16.113.84","195.73.151.50","TELNET","60","","Telnet Data ..."
"854655","21010.879412","196.227.33.189","172.16.112.50","TELNET","60","","Telnet Data ..."
"854656","21010.879825","172.16.112.50","196.227.33.189","TELNET","60","","Telnet Data ..."
"854657","21010.889279","195.73.151.50","172.16.113.84","TCP","60","","12353  >  23 [ACK] Seq=2548 Ack=56462 Win=32120 Len=0"
"854658","21010.895952","172.16.114.168","197.218.177.69","FTP","60","","Request: QUIT"
"854659","21010.896882","197.218.177.69","172.16.114.168","FTP","68","","Response: 221 Goodbye."
"854660","21010.897132","172.16.114.168","197.218.177.69","TCP","60","","1719  >  21 [FIN, ACK] Seq=325 Ack=1055 Win=32120 Len=0"
"854661","21010.897843","197.218.177.69","172.16.114.168","TCP","60","","21  >  1719 [ACK] Seq=1055 Ack=326 Win=32735 Len=0"
"854662","21010.898053","197.218.177.69","172.16.114.168","TCP","60","","21  >  1719 [FIN, ACK] Seq=1055 Ack=326 Win=32736 Len=0"
"854663","21010.898210","172.16.114.168","197.218.177.69","TCP","60","","1719  >  21 [ACK] Seq=326 Ack=1056 Win=32120 Len=0"
"854664","21010.899281","196.227.33.189","172.16.112.50","TCP","60","","32327  >  23 [ACK] Seq=3274 Ack=16422 Win=32120 Len=0"
"854665","21010.979484","196.227.33.189","172.16.112.50","TELNET","60","","Telnet Data ..."
"854666","21010.979927","172.16.112.50","196.227.33.189","TELNET","60","","Telnet Data ..."
"854667","21010.999260","196.227.33.189","172.16.112.50","TCP","60","","32327  >  23 [ACK] Seq=3275 Ack=16423 Win=32120 Len=0"
"854668","21011.079371","196.227.33.189","172.16.112.50","TELNET","60","","Telnet Data ..."
"854669","21011.079779","172.16.112.50","196.227.33.189","TELNET","60","","Telnet Data ..."
"854670","21011.099239","196.227.33.189","172.16.112.50","TCP","60","","32327  >  23 [ACK] Seq=3276 Ack=16424 Win=32120 Len=0"
"854671","21011.179348","196.227.33.189","172.16.112.50","TELNET","60","","Telnet Data ..."
"854672","21011.179784","172.16.112.50","196.227.33.189","TELNET","60","","Telnet Data ..."
"854673","21011.199218","196.227.33.189","172.16.112.50","TCP","60","","32327  >  23 [ACK] Seq=3277 Ack=16425 Win=32120 Len=0"
"854674","21011.299427","196.227.33.189","172.16.112.50","TELNET","60","","Telnet Data ..."
"854675","21011.299841","172.16.112.50","196.227.33.189","TELNET","60","","Telnet Data ..."
"854676","21011.319192","196.227.33.189","172.16.112.50","TCP","60","","32327  >  23 [ACK] Seq=3278 Ack=16426 Win=32120 Len=0"
"854677","21011.399461","196.227.33.189","172.16.112.50","TELNET","60","","Telnet Data ..."
"854678","21011.399868","172.16.112.50","196.227.33.189","TELNET","60","","Telnet Data ..."
"854679","21011.419172","196.227.33.189","172.16.112.50","TCP","60","","32327  >  23 [ACK] Seq=3279 Ack=16427 Win=32120 Len=0"
"854680","21011.499273","196.227.33.189","172.16.112.50","TELNET","60","","Telnet Data ..."
"854681","21011.499697","172.16.112.50","196.227.33.189","TELNET","60","","Telnet Data ..."
"854682","21011.519162","196.227.33.189","172.16.112.50","TCP","60","","32327  >  23 [ACK] Seq=3280 Ack=16428 Win=32120 Len=0"
"854683","21011.532560","206.48.44.18","172.16.112.100","TCP","60","","1389  >  21 [SYN] Seq=0 Win=8192 Len=0 MSS=1460"
"854684","21011.532714","172.16.112.100","206.48.44.18","TCP","60","","21  >  1389 [SYN, ACK] Seq=0 Ack=1 Win=8760 Len=0 MSS=1460"
"854685","21011.533537","206.48.44.18","172.16.112.100","TCP","60","","1389  >  21 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"854686","21011.533885","172.16.112.100","206.48.44.18","FTP","101","","Response: 220 hume Microsoft FTP Service (Version 2.0)."
"854687","21011.535216","206.48.44.18","172.16.112.100","FTP","69","","Request: user anonymous"
"854688","21011.535538","172.16.112.100","206.48.44.18","FTP","126","","Response: 331 Anonymous access allowed, send identity (e-mail name) as password."
"854689","21011.537672","206.48.44.18","172.16.112.100","FTP","85","","Request: pass guestaccnt@compuserve.com"
"854690","21011.538832","172.16.112.100","206.48.44.18","FTP","85","","Response: 230 Anonymous user logged in."
"854691","21011.540297","206.48.44.18","172.16.112.100","FTP","80","","Request: port 199,199,199,199,0,80"
"854692","21011.540578","172.16.112.100","206.48.44.18","FTP","81","","Response: 500 Invalid PORT Command."
"854693","21011.541570","206.48.44.18","172.16.112.100","FTP","81","","Request: port 199,199,199,199,10,10"
"854694","21011.541823","172.16.112.100","206.48.44.18","FTP","81","","Response: 500 Invalid PORT Command."
"854695","21011.542746","206.48.44.18","172.16.112.100","FTP","61","","Request: cwd /c"
