"No.","Time","Source","Destination","Protocol","Length","Data","Info"
"36149","3305.678887","206.48.44.18","172.16.112.100","TCP","60","","1098  >  12345 [SYN] Seq=0 Win=8192 Len=0 MSS=1460"
"36150","3305.679049","172.16.112.100","206.48.44.18","TCP","60","","12345  >  1098 [SYN, ACK] Seq=0 Ack=1 Win=8760 Len=0 MSS=1460"
"36151","3305.681876","206.48.44.18","172.16.112.100","TCP","60","","1098  >  12345 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"36152","3305.683264","172.16.112.100","206.48.44.18","TCP","67","4e657442757320312e3630200d","12345  >  1098 [PSH, ACK] Seq=1 Ack=1 Win=8760 Len=13"
"36153","3305.862442","206.48.44.18","172.16.112.100","TCP","60","","1098  >  12345 [ACK] Seq=1 Ack=14 Win=8747 Len=0"
"36154","3306.534161","172.16.113.204","194.27.251.21","TCP","60","","6260  >  25 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"36155","3306.534982","194.27.251.21","172.16.113.204","TCP","60","","25  >  6260 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"36156","3306.535182","172.16.113.204","194.27.251.21","TCP","60","","6260  >  25 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"36157","3306.553411","194.27.251.21","172.16.113.204","SMTP","136","","S: 220 gamma.grape.mil Sendmail 4.1/SMI-4.1 ready at Sat, 7 Aug 1999 08:55:13 -0400"
"36158","3306.567014","172.16.113.204","194.27.251.21","TCP","60","","6260  >  25 [ACK] Seq=1 Ack=83 Win=32120 Len=0"
"36159","3306.589045","172.16.113.204","194.27.251.21","SMTP","79","","C: EHLO goose.eyrie.af.mil"
"36160","3306.589894","194.27.251.21","172.16.113.204","SMTP","80","","S: 500 Command unrecognized"
"36161","3306.590326","172.16.113.204","194.27.251.21","SMTP","79","","C: HELO goose.eyrie.af.mil"
"36162","3306.591137","194.27.251.21","172.16.113.204","SMTP","101","","S: 250 (goose.eyrie.af.mil) pleased to meet you."
"36163","3306.591438","172.16.113.204","194.27.251.21","SMTP","95","","C: MAIL From:<matildat@goose.eyrie.af.mil>"
"36164","3306.592269","194.27.251.21","172.16.113.204","SMTP","102","","S: 250 <matildat@goose.eyrie.af.mil>... Sender Ok"
"36165","3306.592595","172.16.113.204","194.27.251.21","SMTP","87","","C: RCPT To:<johnk@gamma.grape.mil>"
"36166","3306.593382","194.27.251.21","172.16.113.204","SMTP","86","","S: 250 <johnk@gamma.grape.mil> OK"
"36167","3306.593664","172.16.113.204","194.27.251.21","SMTP","60","","C: DATA"
"36168","3306.594760","194.27.251.21","172.16.113.204","SMTP","104","","S: 354 Enter mail, end with ""."" on a line by itself"
"36169","3306.595556","172.16.113.204","194.27.251.21","IMF","711","","subject: I'll give, , I'll give an outside your each workshop to break program; stop NASA  , prospect I bring everything you made clear line of animal would lead to  , use has told me.  Computes The next twist makes sense in the Linux,  , been.  You my for certain fortune afternoon email or Without The  , directory Number is a complete line of Rectangles, by Michael: J.   , There is per month project I'm not confirm please used.   "
"36170","3306.597521","194.27.251.21","172.16.113.204","SMTP","73","","S: 250 Mail accepted"
"36171","3306.597744","172.16.113.204","194.27.251.21","SMTP","60","","C: QUIT"
"36172","3306.598498","194.27.251.21","172.16.113.204","SMTP","78","","S: 221 Closing connection"
"36173","3306.598865","194.27.251.21","172.16.113.204","TCP","60","","25  >  6260 [FIN, ACK] Seq=329 Ack=794 Win=32736 Len=0"
"36174","3306.599026","172.16.113.204","194.27.251.21","TCP","60","","6260  >  25 [ACK] Seq=794 Ack=330 Win=32120 Len=0"
"36175","3306.600729","172.16.113.204","194.27.251.21","TCP","60","","6260  >  25 [FIN, ACK] Seq=794 Ack=330 Win=32120 Len=0"
"36176","3306.601418","194.27.251.21","172.16.113.204","TCP","60","","25  >  6260 [ACK] Seq=330 Ack=795 Win=32735 Len=0"
"36177","3307.615192","172.16.112.100","205.228.184.135","TCP","60","","1258  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460"
"36178","3307.620652","205.228.184.135","172.16.112.100","TCP","60","","80  >  1258 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"36179","3307.620776","172.16.112.100","205.228.184.135","TCP","60","","1258  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"36180","3307.621650","172.16.112.100","205.228.184.135","HTTP","318","","GET / HTTP/1.0 "
"36181","3307.634748","205.228.184.135","172.16.112.100","TCP","60","","80  >  1258 [ACK] Seq=1 Ack=265 Win=32736 Len=0"
"36182","3307.680335","205.228.184.135","172.16.112.100","TCP","197","","[TCP segment of a reassembled PDU]"
"36183","3307.680428","205.228.184.135","172.16.112.100","HTTP","60","","HTTP/1.0 403 Access Forbidden  (text/html)"
"36184","3307.680568","172.16.112.100","205.228.184.135","TCP","60","","1258  >  80 [ACK] Seq=265 Ack=145 Win=8617 Len=0"
"36185","3307.695087","172.16.112.100","205.228.184.135","TCP","60","","1258  >  80 [FIN, ACK] Seq=265 Ack=145 Win=8617 Len=0"
"36186","3307.698241","205.228.184.135","172.16.112.100","TCP","60","","80  >  1258 [ACK] Seq=145 Ack=266 Win=32735 Len=0"
"36187","3310.136544","206.48.44.18","172.16.112.100","TCP","62","456a6563743b310d","1098  >  12345 [PSH, ACK] Seq=1 Ack=14 Win=8747 Len=8"
"36188","3310.354938","172.16.112.100","206.48.44.18","TCP","60","","12345  >  1098 [ACK] Seq=14 Ack=9 Win=8752 Len=0"
"36189","3310.654484","Cisco_38:46:33","Cisco_38:46:33","LOOP","60","000000000000000000000000000000000000000000000000...","Reply"
"36190","3312.480749","Cisco_38:46:33","CDP/VTP/DTP/PAgP/UDLD","CDP","324","","Device ID: loud.eyrie.af.mil.eyrie.af.mil  Port ID: Ethernet1  "
"36191","3312.907539","206.48.44.18","172.16.112.100","TCP","62","456a6563743b300d","1098  >  12345 [PSH, ACK] Seq=9 Ack=14 Win=8747 Len=8"
"36192","3313.088825","172.16.112.100","206.48.44.18","TCP","60","","12345  >  1098 [ACK] Seq=14 Ack=17 Win=8744 Len=0"
"36193","3313.552348","172.16.113.50","172.16.112.10","NTP","90","","NTP Version 3, client"
"36194","3313.552743","172.16.112.10","172.16.113.50","NTP","90","","NTP Version 3, server"
"36195","3316.082171","172.16.114.169","205.181.112.65","TCP","60","","6264  >  80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"36196","3316.087930","205.181.112.65","172.16.114.169","TCP","60","","80  >  6264 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"36197","3316.088109","172.16.114.169","205.181.112.65","TCP","60","","6264  >  80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"36198","3316.088617","172.16.114.169","205.181.112.65","HTTP","302","","GET /bookstore/chapters/speedchap.html HTTP/1.0 "
"36199","3316.102683","205.181.112.65","172.16.114.169","TCP","60","","80  >  6264 [ACK] Seq=1 Ack=249 Win=32736 Len=0"
"36200","3316.120171","205.181.112.65","172.16.114.169","TCP","1514","","[TCP segment of a reassembled PDU]"
"36201","3316.121413","205.181.112.65","172.16.114.169","TCP","1514","","[TCP segment of a reassembled PDU]"
"36202","3316.124961","172.16.114.169","205.181.112.65","TCP","60","","6264  >  80 [ACK] Seq=249 Ack=2921 Win=32120 Len=0"
"36203","3316.130922","205.181.112.65","172.16.114.169","TCP","1514","","[TCP segment of a reassembled PDU]"
"36204","3316.132153","205.181.112.65","172.16.114.169","TCP","1514","","[TCP segment of a reassembled PDU]"
"36205","3316.133386","205.181.112.65","172.16.114.169","TCP","1514","","[TCP segment of a reassembled PDU]"
"36206","3316.134970","172.16.114.169","205.181.112.65","TCP","60","","6264  >  80 [ACK] Seq=249 Ack=7301 Win=32120 Len=0"
"36207","3316.140670","205.181.112.65","172.16.114.169","TCP","1514","","[TCP segment of a reassembled PDU]"
"36208","3316.141911","205.181.112.65","172.16.114.169","TCP","1514","","[TCP segment of a reassembled PDU]"
"36209","3316.143155","205.181.112.65","172.16.114.169","TCP","1514","","[TCP segment of a reassembled PDU]"
"36210","3316.144386","205.181.112.65","172.16.114.169","TCP","1514","","[TCP segment of a reassembled PDU]"
