"No.","Time","Source","Destination","Protocol","Length","Data","Info"
"494590","13886.670113","196.227.33.189","172.16.112.50","SSHv1","74","","Client: Encrypted packet (len=10)"
"494591","13886.689492","172.16.112.50","196.227.33.189","SSHv1","74","","Server: Encrypted packet (len=10)"
"494592","13886.709944","196.227.33.189","172.16.112.50","TCP","60","","20516  >  22 [ACK] Seq=4408 Ack=14032 Win=32120 Len=0"
"494593","13886.710148","135.8.60.182","172.16.114.50","TELNET","60","","Telnet Data ..."
"494594","13886.710500","172.16.114.50","135.8.60.182","TELNET","60","","Telnet Data ..."
"494595","13886.729935","135.8.60.182","172.16.114.50","TCP","60","","20602  >  23 [ACK] Seq=182 Ack=705 Win=32120 Len=0"
"494596","13886.820074","135.8.60.182","172.16.114.50","TELNET","60","","Telnet Data ..."
"494597","13886.820385","172.16.114.50","135.8.60.182","TELNET","60","","Telnet Data ..."
"494598","13886.839901","135.8.60.182","172.16.114.50","TCP","60","","20602  >  23 [ACK] Seq=183 Ack=706 Win=32120 Len=0"
"494599","13886.840122","196.227.33.189","172.16.112.50","SSHv1","74","","Client: Encrypted packet (len=10)"
"494600","13886.859469","172.16.112.50","196.227.33.189","SSHv1","74","","Server: Encrypted packet (len=10)"
"494601","13886.879909","196.227.33.189","172.16.112.50","TCP","60","","20516  >  22 [ACK] Seq=4428 Ack=14052 Win=32120 Len=0"
"494602","13886.901669","194.7.248.153","172.16.112.50","TELNET","60","","Telnet Data ..."
"494603","13886.901952","172.16.112.50","194.7.248.153","TELNET","60","","Telnet Data ..."
"494604","13886.919889","194.7.248.153","172.16.112.50","TCP","60","","20556  >  23 [ACK] Seq=332 Ack=1535 Win=32120 Len=0"
"494605","13886.980121","196.227.33.189","172.16.112.50","SSHv1","74","","Client: Encrypted packet (len=10)"
"494606","13886.999488","172.16.112.50","196.227.33.189","SSHv1","74","","Server: Encrypted packet (len=10)"
"494607","13887.019871","196.227.33.189","172.16.112.50","TCP","60","","20516  >  22 [ACK] Seq=4448 Ack=14072 Win=32120 Len=0"
"494608","13887.049983","135.8.60.182","172.16.114.50","TELNET","60","","Telnet Data ..."
"494609","13887.050313","172.16.114.50","135.8.60.182","TELNET","60","","Telnet Data ..."
"494610","13887.060773","196.227.33.189","172.16.112.50","SSHv1","74","","Client: Encrypted packet (len=10)"
"494611","13887.069857","135.8.60.182","172.16.114.50","TCP","60","","20602  >  23 [ACK] Seq=184 Ack=707 Win=32120 Len=0"
"494612","13887.075072","172.16.112.100","208.239.5.230","TCP","60","","4482  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460"
"494613","13887.076105","208.239.5.230","172.16.112.100","TCP","60","","80  >  4482 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"494614","13887.076230","172.16.112.100","208.239.5.230","TCP","60","","4482  >  80 [ACK] Seq=1 Ack=1 Win=8760 Len=0"
"494615","13887.080789","172.16.112.50","196.227.33.189","SSHv1","74","","Server: Encrypted packet (len=12)"
"494616","13887.099866","196.227.33.189","172.16.112.50","TCP","60","","20516  >  22 [ACK] Seq=4468 Ack=14092 Win=32120 Len=0"
"494617","13887.129486","172.16.112.100","208.239.5.230","HTTP","340","","GET /security/procedures.html HTTP/1.0 "
"494618","13887.139498","172.16.112.50","196.227.33.189","SSHv1","82","","Server: Encrypted packet (len=17)"
"494619","13887.141778","208.239.5.230","172.16.112.100","TCP","60","","80  >  4482 [ACK] Seq=1 Ack=287 Win=32736 Len=0"
"494620","13887.154202","208.239.5.230","172.16.112.100","HTTP","1383","","HTTP/1.1 200 OK  (text/html)"
"494621","13887.159842","196.227.33.189","172.16.112.50","TCP","60","","20516  >  22 [ACK] Seq=4468 Ack=14120 Win=32120 Len=0"
"494622","13887.190027","135.8.60.182","172.16.114.50","TELNET","60","","Telnet Data ..."
"494623","13887.190359","172.16.114.50","135.8.60.182","TELNET","60","","Telnet Data ..."
"494624","13887.209824","135.8.60.182","172.16.114.50","TCP","60","","20602  >  23 [ACK] Seq=185 Ack=708 Win=32120 Len=0"
"494625","13887.299940","135.8.60.182","172.16.114.50","TELNET","60","","Telnet Data ..."
"494626","13887.300258","172.16.114.50","135.8.60.182","TELNET","60","","Telnet Data ..."
"494627","13887.319805","135.8.60.182","172.16.114.50","TCP","60","","20602  >  23 [ACK] Seq=186 Ack=709 Win=32120 Len=0"
"494628","13887.335876","172.16.112.100","208.239.5.230","TCP","60","","4482  >  80 [ACK] Seq=287 Ack=1330 Win=7431 Len=0"
"494629","13887.489944","135.8.60.182","172.16.114.50","TELNET","60","","Telnet Data ..."
"494630","13887.490337","172.16.114.50","135.8.60.182","TELNET","60","","Telnet Data ..."
