"No.","Time","Source","Destination","Protocol","Length","Data","Info"
"531539","14667.844613","172.16.112.100","172.16.112.10","NTP","90","","NTP Version 1, client"
"531540","14667.845010","172.16.112.10","172.16.112.100","NTP","90","","NTP Version 1, server"
"531541","14668.451452","194.27.251.21","172.16.112.100","TCP","60","","1303  >  80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"531542","14668.451615","172.16.112.100","194.27.251.21","TCP","60","","80  >  1303 [SYN, ACK] Seq=0 Ack=1 Win=8760 Len=0 MSS=1460"
"531543","14668.452508","194.27.251.21","172.16.112.100","TCP","60","","1303  >  80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"531544","14668.456265","194.27.251.21","172.16.112.100","HTTP","347","","GET /html/webstats/AF_WebStats0807.ppt HTTP/1.0 "
"531545","14668.467682","172.16.112.100","194.27.251.21","TCP","165","","[TCP segment of a reassembled PDU]"
"531546","14668.467894","172.16.112.100","194.27.251.21","HTTP","60","","HTTP/1.0 404 Object Not Found  (text/html)"
"531547","14668.468733","194.27.251.21","172.16.112.100","TCP","60","","1303  >  80 [ACK] Seq=294 Ack=113 Win=32120 Len=0"
"531548","14668.488920","194.27.251.21","172.16.112.100","TCP","60","","1303  >  80 [FIN, ACK] Seq=294 Ack=113 Win=32120 Len=0"
"531549","14668.489047","172.16.112.100","194.27.251.21","TCP","60","","80  >  1303 [ACK] Seq=113 Ack=295 Win=8467 Len=0"
"531550","14668.769148","172.16.112.194","208.2.188.61","TCP","60","","12153  >  80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"531551","14668.775271","208.2.188.61","172.16.112.194","TCP","60","","80  >  12153 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"531552","14668.775454","172.16.112.194","208.2.188.61","TCP","60","","12153  >  80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"531553","14668.775945","172.16.112.194","208.2.188.61","HTTP","283","","GET / HTTP/1.0 "
"531554","14668.796614","208.2.188.61","172.16.112.194","TCP","60","","80  >  12153 [ACK] Seq=1 Ack=230 Win=32736 Len=0"
"531555","14668.812169","172.16.113.105","194.7.248.153","TELNET","60","","Telnet Data ..."
"531556","14668.813496","194.7.248.153","172.16.113.105","TELNET","60","","Telnet Data ..."
"531557","14668.818107","208.2.188.61","172.16.112.194","TCP","1514","","[TCP segment of a reassembled PDU]"
"531558","14668.819323","208.2.188.61","172.16.112.194","TCP","1514","","[TCP segment of a reassembled PDU]"
"531559","14668.821937","172.16.112.194","208.2.188.61","TCP","60","","12153  >  80 [ACK] Seq=230 Ack=2921 Win=32120 Len=0"
"531560","14668.828001","208.2.188.61","172.16.112.194","TCP","1514","","[TCP segment of a reassembled PDU]"
"531561","14668.829232","208.2.188.61","172.16.112.194","TCP","1514","","[TCP segment of a reassembled PDU]"
"531562","14668.830485","208.2.188.61","172.16.112.194","TCP","1514","","[TCP segment of a reassembled PDU]"
"531563","14668.831931","172.16.112.194","208.2.188.61","TCP","60","","12153  >  80 [ACK] Seq=230 Ack=7301 Win=32120 Len=0"
"531564","14668.832001","172.16.113.105","194.7.248.153","TCP","60","","29739  >  23 [ACK] Seq=949 Ack=5451 Win=32120 Len=0"
"531565","14668.837794","208.2.188.61","172.16.112.194","TCP","1514","","[TCP segment of a reassembled PDU]"
"531566","14668.839073","208.2.188.61","172.16.112.194","TCP","1514","","[TCP segment of a reassembled PDU]"
"531567","14668.839630","208.2.188.61","172.16.112.194","TCP","670","","[TCP segment of a reassembled PDU]"
