"No.","Time","Source","Destination","Protocol","Length","Data","Info"
"115134","6923.400086","153.107.252.61","172.16.112.100","TCP","60","","37433  >  25 [SYN] Seq=0 Win=1024 Len=0"
"115135","6923.400280","3comFast_9c:b2:54","Broadcast","ARP","60","","Who has 172.16.0.1? Tell 172.16.112.100"
"115136","6923.401801","Cisco_38:46:33","3comFast_9c:b2:54","ARP","60","","172.16.0.1 is at 00:10:7b:38:46:33"
"115137","6923.401903","172.16.112.100","153.107.252.61","TCP","60","","25  >  37433 [SYN, ACK] Seq=0 Ack=1 Win=8576 Len=0 MSS=1460"
"115138","6924.209356","195.115.218.108","172.16.112.50","SSHv1","74","","Client: Encrypted packet (len=10)"
"115139","6924.227419","172.16.112.50","195.115.218.108","SSHv1","74","","Server: Encrypted packet (len=10)"
"115140","6924.248152","195.115.218.108","172.16.112.50","TCP","60","","8766  >  22 [ACK] Seq=10200 Ack=13040 Win=32120 Len=0"
"115141","6926.427262","172.16.112.20","192.168.1.20","DNS","79","","Standard query 0x50d6 A www.defenselink.mil"
"115142","6926.431783","192.168.1.20","172.16.112.20","DNS","139","","Standard query response 0x50d6 A www.defenselink.mil A 131.84.1.60 NS aesop.world.net A 192.168.1.20"
"115143","6926.433170","172.16.114.169","131.84.1.60","TCP","60","","2131  >  80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"115144","6926.437408","131.84.1.60","172.16.114.169","TCP","60","","80  >  2131 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"115145","6926.437580","172.16.114.169","131.84.1.60","TCP","60","","2131  >  80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"115146","6926.438023","172.16.114.169","131.84.1.60","HTTP","221","","GET / HTTP/1.0 "
"115147","6926.455339","131.84.1.60","172.16.114.169","TCP","60","","80  >  2131 [ACK] Seq=1 Ack=168 Win=32736 Len=0"
"115148","6926.491534","131.84.1.60","172.16.114.169","TCP","1514","","[TCP segment of a reassembled PDU]"
"115149","6926.492763","131.84.1.60","172.16.114.169","TCP","1514","","[TCP segment of a reassembled PDU]"
"115150","6926.502695","172.16.114.169","131.84.1.60","TCP","60","","2131  >  80 [ACK] Seq=168 Ack=2921 Win=32120 Len=0"
"115151","6926.508740","131.84.1.60","172.16.114.169","TCP","1514","","[TCP segment of a reassembled PDU]"
"115152","6926.509982","131.84.1.60","172.16.114.169","TCP","1514","","[TCP segment of a reassembled PDU]"
