"No.","Time","Source","Destination","Protocol","Length","Data","Info"
"637667","16910.987790","172.16.113.50","172.16.112.20","DNS","77","","Standard query 0x0001 A zeno.eyrie.af.mil"
"637668","16910.989066","172.16.112.20","172.16.113.50","DNS","142","","Standard query response 0x0001 A zeno.eyrie.af.mil A 172.16.113.50 NS hobbes.eyrie.af.mil A 172.16.112.20"
"637669","16911.008092","197.218.177.69","172.16.114.148","TELNET","60","","Telnet Data ..."
"637670","16911.008606","172.16.114.148","197.218.177.69","TELNET","60","","Telnet Data ..."
"637671","16911.026770","197.218.177.69","172.16.114.148","TCP","60","","28519  >  23 [ACK] Seq=246 Ack=2654 Win=32120 Len=0"
"637672","16911.233412","172.16.114.148","197.218.177.69","TELNET","68","","Telnet Data ..."
"637673","16911.246692","197.218.177.69","172.16.114.148","TCP","60","","28519  >  23 [ACK] Seq=246 Ack=2668 Win=32120 Len=0"
"637674","16911.246931","172.16.114.148","197.218.177.69","TELNET","60","","Telnet Data ..."
"637675","16911.266710","197.218.177.69","172.16.114.148","TCP","60","","28519  >  23 [ACK] Seq=246 Ack=2674 Win=32120 Len=0"
"637676","16911.554588","205.160.208.190","172.16.112.100","TCP","60","","1427  >  23 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"637677","16911.554736","172.16.112.100","205.160.208.190","TCP","60","","23  >  1427 [SYN, ACK] Seq=0 Ack=1 Win=8760 Len=0 MSS=1460"
"637678","16911.557601","205.160.208.190","172.16.112.100","TCP","60","","1427  >  23 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"637679","16911.563583","205.160.208.190","172.16.112.100","TELNET","81","","Telnet Data ..."
"637680","16911.677910","172.16.112.100","205.160.208.190","TCP","60","","23  >  1427 [ACK] Seq=1 Ack=28 Win=8733 Len=0"
"637681","16911.970970","172.16.112.100","205.160.208.190","TELNET","60","","Telnet Data ..."
"637682","16911.991920","205.160.208.190","172.16.112.100","TCP","60","","1427  >  23 [ACK] Seq=28 Ack=4 Win=32120 Len=0"
"637683","16911.992076","172.16.112.100","205.160.208.190","TELNET","75","","Telnet Data ..."
"637684","16911.993137","205.160.208.190","172.16.112.100","TELNET","75","","Telnet Data ..."
"637685","16912.115322","172.16.112.100","205.160.208.190","TCP","60","","23  >  1427 [ACK] Seq=25 Ack=49 Win=8712 Len=0"
"637686","16912.590542","135.8.60.182","172.16.112.194","TELNET","60","","[TCP ZeroWindow] Telnet Data ..."
"637687","16912.605056","172.16.112.194","135.8.60.182","TCP","60","","23  >  22514 [ACK] Seq=64268 Ack=796 Win=32736 Len=0"
"637688","16912.890070","172.16.115.87","204.162.80.131","TCP","60","","22167  >  80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"637689","16912.894788","204.162.80.131","172.16.115.87","TCP","60","","80  >  22167 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"637690","16912.894971","172.16.115.87","204.162.80.131","TCP","60","","22167  >  80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"637691","16912.895555","172.16.115.87","204.162.80.131","HTTP","372","","GET /Underground/Community/Sports/Fifa98/?st.gc.um.si.cmsp HTTP/1.0 "
"637692","16912.916032","204.162.80.131","172.16.115.87","TCP","60","","80  >  22167 [ACK] Seq=1 Ack=319 Win=32736 Len=0"
"637693","16912.919791","204.162.80.131","172.16.115.87","TCP","1514","","[TCP segment of a reassembled PDU]"
"637694","16912.921027","204.162.80.131","172.16.115.87","TCP","1514","","[TCP segment of a reassembled PDU]"
"637695","16912.924962","172.16.115.87","204.162.80.131","TCP","60","","22167  >  80 [ACK] Seq=319 Ack=2921 Win=32120 Len=0"
"637696","16912.931263","204.162.80.131","172.16.115.87","TCP","1514","","[TCP segment of a reassembled PDU]"
"637697","16912.932504","204.162.80.131","172.16.115.87","TCP","1514","","[TCP segment of a reassembled PDU]"
"637698","16912.933736","204.162.80.131","172.16.115.87","TCP","1514","","[TCP segment of a reassembled PDU]"
"637699","16912.934963","172.16.115.87","204.162.80.131","TCP","60","","22167  >  80 [ACK] Seq=319 Ack=7301 Win=32120 Len=0"
"637700","16912.941015","204.162.80.131","172.16.115.87","TCP","1514","","[TCP segment of a reassembled PDU]"
"637701","16912.941609","204.162.80.131","172.16.115.87","TCP","722","","[TCP segment of a reassembled PDU]"
"637702","16912.941681","204.162.80.131","172.16.115.87","HTTP","60","","HTTP/1.0 200 OK  (text/html)"
"637703","16912.941819","172.16.115.87","204.162.80.131","TCP","60","","22167  >  80 [ACK] Seq=319 Ack=9430 Win=30660 Len=0"
"637704","16912.942496","172.16.115.87","204.162.80.131","TCP","60","","22167  >  80 [FIN, ACK] Seq=319 Ack=9430 Win=32120 Len=0"
"637705","16912.946428","204.162.80.131","172.16.115.87","TCP","60","","80  >  22167 [ACK] Seq=9430 Ack=320 Win=32735 Len=0"
"637706","16912.961676","172.16.112.100","205.160.208.190","TELNET","160","","Telnet Data ..."
"637707","16912.981672","205.160.208.190","172.16.112.100","TCP","60","","1427  >  23 [ACK] Seq=49 Ack=131 Win=32120 Len=0"
"637708","16912.982056","172.16.112.100","205.160.208.190","TELNET","345","","Telnet Data ..."
"637709","16912.984255","205.160.208.190","172.16.112.100","TELNET","65","","Telnet Data ..."
"637710","16913.099540","172.16.112.100","205.160.208.190","TCP","60","","23  >  1427 [ACK] Seq=422 Ack=60 Win=8701 Len=0"
"637711","16913.357455","197.218.177.69","172.16.114.148","TELNET","60","","Telnet Data ..."
"637712","16913.358399","172.16.114.148","197.218.177.69","TELNET","60","","Telnet Data ..."
"637713","16913.376270","197.218.177.69","172.16.114.148","TCP","60","","28519  >  23 [ACK] Seq=247 Ack=2676 Win=32120 Len=0"
"637714","16914.272090","172.16.112.207","129.48.28.13","TCP","60","","22171  >  80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"637715","16914.275483","129.48.28.13","172.16.112.207","TCP","60","","80  >  22171 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"637716","16914.275668","172.16.112.207","129.48.28.13","TCP","60","","22171  >  80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"637717","16914.276131","172.16.112.207","129.48.28.13","HTTP","226","","GET /sites.html HTTP/1.0 "
"637718","16914.286342","197.218.177.69","172.16.114.148","TELNET","60","","Telnet Data ..."
"637719","16914.286761","172.16.114.148","197.218.177.69","TELNET","60","","Telnet Data ..."
"637720","16914.295657","129.48.28.13","172.16.112.207","TCP","60","","80  >  22171 [ACK] Seq=1 Ack=173 Win=32736 Len=0"
"637721","16914.306092","197.218.177.69","172.16.114.148","TCP","60","","28519  >  23 [ACK] Seq=248 Ack=2677 Win=32120 Len=0"
"637722","16914.315265","129.48.28.13","172.16.112.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"637723","16914.316533","129.48.28.13","172.16.112.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"637724","16914.324697","172.16.112.207","129.48.28.13","TCP","60","","22171  >  80 [ACK] Seq=173 Ack=2921 Win=30660 Len=0"
"637725","16914.328611","129.48.28.13","172.16.112.207","HTTP","472","","HTTP/1.1 200 OK  (text/html)"
"637726","16914.328680","129.48.28.13","172.16.112.207","TCP","60","","80  >  22171 [FIN, ACK] Seq=3339 Ack=173 Win=32736 Len=0"
"637727","16914.328821","172.16.112.207","129.48.28.13","TCP","60","","22171  >  80 [ACK] Seq=173 Ack=3340 Win=30660 Len=0"
"637728","16914.445439","172.16.112.207","129.48.28.13","TCP","60","","22171  >  80 [FIN, ACK] Seq=173 Ack=3340 Win=32120 Len=0"
"637729","16914.448482","129.48.28.13","172.16.112.207","TCP","60","","80  >  22171 [ACK] Seq=3340 Ack=174 Win=32735 Len=0"
"637730","16914.459691","172.16.112.207","129.48.28.13","TCP","60","","22175  >  80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"637731","16914.463017","129.48.28.13","172.16.112.207","TCP","60","","80  >  22175 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"637732","16914.463200","172.16.112.207","129.48.28.13","TCP","60","","22175  >  80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"637733","16914.463757","172.16.112.207","129.48.28.13","HTTP","293","","GET /graphics/banners/other-sites.gif HTTP/1.0 "
"637734","16914.482283","129.48.28.13","172.16.112.207","TCP","1078","","[TCP segment of a reassembled PDU]"
"637735","16914.483052","129.48.28.13","172.16.112.207","HTTP","938","","HTTP/1.1 200 OK  (GIF89a)[TCP segment of a reassembled PDU]"
"637736","16914.483124","129.48.28.13","172.16.112.207","TCP","60","","80  >  22175 [FIN, ACK] Seq=1909 Ack=240 Win=32736 Len=0"
"637737","16914.483279","172.16.112.207","129.48.28.13","TCP","60","","22175  >  80 [ACK] Seq=240 Ack=1910 Win=30660 Len=0"
"637738","16914.483756","172.16.112.207","129.48.28.13","TCP","60","","22175  >  80 [FIN, ACK] Seq=240 Ack=1910 Win=32120 Len=0"
"637739","16914.486736","129.48.28.13","172.16.112.207","TCP","60","","80  >  22175 [ACK] Seq=1910 Ack=241 Win=32735 Len=0"
"637740","16914.486994","172.16.112.207","129.48.28.13","TCP","60","","22176  >  80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"637741","16914.489489","129.48.28.13","172.16.112.207","TCP","60","","80  >  22176 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"637742","16914.489641","172.16.112.207","129.48.28.13","TCP","60","","22176  >  80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"637743","16914.490163","172.16.112.207","129.48.28.13","HTTP","301","","GET /graphics/buttons/wpafb-organizations.gif HTTP/1.0 "
"637744","16914.505662","129.48.28.13","172.16.112.207","TCP","60","","80  >  22176 [ACK] Seq=1 Ack=248 Win=32736 Len=0"
"637745","16914.508024","129.48.28.13","172.16.112.207","TCP","1078","","[TCP segment of a reassembled PDU]"
"637746","16914.508556","129.48.28.13","172.16.112.207","HTTP","640","","HTTP/1.1 200 OK  (GIF89a)[TCP segment of a reassembled PDU]"
"637747","16914.508629","129.48.28.13","172.16.112.207","TCP","60","","80  >  22176 [FIN, ACK] Seq=1611 Ack=248 Win=32736 Len=0"
"637748","16914.508770","172.16.112.207","129.48.28.13","TCP","60","","22176  >  80 [ACK] Seq=248 Ack=1612 Win=30660 Len=0"
"637749","16914.509203","172.16.112.207","129.48.28.13","TCP","60","","22176  >  80 [FIN, ACK] Seq=248 Ack=1612 Win=32120 Len=0"
"637750","16914.511787","172.16.112.207","129.48.28.13","TCP","60","","22177  >  80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"637751","16914.512274","129.48.28.13","172.16.112.207","TCP","60","","80  >  22176 [ACK] Seq=1612 Ack=249 Win=32735 Len=0"
"637752","16914.514963","129.48.28.13","172.16.112.207","TCP","60","","80  >  22177 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"637753","16914.515130","172.16.112.207","129.48.28.13","TCP","60","","22177  >  80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"637754","16914.515639","172.16.112.207","129.48.28.13","HTTP","290","","GET /graphics/spacers/vspace10.gif HTTP/1.0 "
"637755","16914.531871","129.48.28.13","172.16.112.207","HTTP","350","","HTTP/1.1 200 OK  (GIF89a)HTTP/1.1 200 OK "
"637756","16914.531940","129.48.28.13","172.16.112.207","TCP","60","","80  >  22177 [FIN, ACK] Seq=297 Ack=237 Win=32736 Len=0"
"637757","16914.532139","172.16.112.207","129.48.28.13","TCP","60","","22177  >  80 [ACK] Seq=237 Ack=298 Win=31823 Len=0"
"637758","16914.532717","172.16.112.207","129.48.28.13","TCP","60","","22177  >  80 [FIN, ACK] Seq=237 Ack=298 Win=32120 Len=0"
"637759","16914.535576","129.48.28.13","172.16.112.207","TCP","60","","80  >  22177 [ACK] Seq=298 Ack=238 Win=32735 Len=0"
"637760","16914.535804","172.16.112.207","129.48.28.13","TCP","60","","22204  >  80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"637761","16914.538320","129.48.28.13","172.16.112.207","TCP","60","","80  >  22204 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"637762","16914.538467","172.16.112.207","129.48.28.13","TCP","60","","22204  >  80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"637763","16914.538932","172.16.112.207","129.48.28.13","HTTP","286","","GET /graphics/buttons/home.gif HTTP/1.0 "
"637764","16914.557617","129.48.28.13","172.16.112.207","TCP","1514","","[TCP segment of a reassembled PDU]"
"637765","16914.558463","129.48.28.13","172.16.112.207","HTTP","1034","","HTTP/1.1 200 OK  (GIF89a)[TCP segment of a reassembled PDU]"
"637766","16914.558532","129.48.28.13","172.16.112.207","TCP","60","","80  >  22204 [FIN, ACK] Seq=2441 Ack=233 Win=32736 Len=0"
"637767","16914.558686","172.16.112.207","129.48.28.13","TCP","60","","22204  >  80 [ACK] Seq=233 Ack=2442 Win=30660 Len=0"
"637768","16914.559187","172.16.112.207","129.48.28.13","TCP","60","","22204  >  80 [FIN, ACK] Seq=233 Ack=2442 Win=32120 Len=0"
"637769","16914.561897","172.16.112.207","129.48.28.13","TCP","60","","22206  >  80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"637770","16914.562155","129.48.28.13","172.16.112.207","TCP","60","","80  >  22204 [ACK] Seq=2442 Ack=234 Win=32735 Len=0"
"637771","16914.564866","129.48.28.13","172.16.112.207","TCP","60","","80  >  22206 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
