"No.","Time","Source","Destination","Protocol","Length","Data","Info"
"531046","14651.657751","135.8.60.182","172.16.112.194","TELNET","60","","Telnet Data ..."
"531047","14651.658060","172.16.112.194","135.8.60.182","TELNET","60","","Telnet Data ..."
"531048","14651.677387","135.8.60.182","172.16.112.194","TCP","60","","22514  >  23 [ACK] Seq=320 Ack=14007 Win=32120 Len=0"
"531049","14651.677539","172.16.112.194","135.8.60.182","TELNET","60","","Telnet Data ..."
"531050","14651.687513","196.37.75.158","172.16.112.50","TELNET","60","","Telnet Data ..."
"531051","14651.687836","172.16.112.50","196.37.75.158","TELNET","60","","Telnet Data ..."
"531052","14651.697386","135.8.60.182","172.16.112.194","TCP","60","","22514  >  23 [ACK] Seq=320 Ack=14009 Win=32120 Len=0"
"531053","14651.707386","196.37.75.158","172.16.112.50","TCP","60","","22100  >  23 [ACK] Seq=218 Ack=3633 Win=32120 Len=0"
"531054","14651.797533","196.37.75.158","172.16.112.50","TELNET","60","","Telnet Data ..."
"531055","14651.797844","172.16.112.50","196.37.75.158","TELNET","60","","Telnet Data ..."
"531056","14651.817364","196.37.75.158","172.16.112.50","TCP","60","","22100  >  23 [ACK] Seq=219 Ack=3634 Win=32120 Len=0"
"531057","14651.927449","196.37.75.158","172.16.112.50","TELNET","60","","Telnet Data ..."
"531058","14651.927773","172.16.112.50","196.37.75.158","TELNET","60","","Telnet Data ..."
"531059","14651.947332","196.37.75.158","172.16.112.50","TCP","60","","22100  >  23 [ACK] Seq=220 Ack=3635 Win=32120 Len=0"
"531060","14652.018008","197.182.91.233","172.16.114.168","TELNET","60","","Telnet Data ..."
"531061","14652.018260","172.16.114.168","197.182.91.233","TELNET","60","","Telnet Data ..."
"531062","14652.027118","Cisco_38:46:33","Cisco_38:46:33","LOOP","60","000000000000000000000000000000000000000000000000...","Reply"
"531063","14652.037336","197.182.91.233","172.16.114.168","TCP","60","","19019  >  23 [ACK] Seq=817 Ack=107962 Win=32120 Len=0"
"531064","14652.047431","196.37.75.158","172.16.112.50","TELNET","60","","Telnet Data ..."
"531065","14652.047766","172.16.112.50","196.37.75.158","TELNET","60","","Telnet Data ..."
"531066","14652.067308","196.37.75.158","172.16.112.50","TCP","60","","22100  >  23 [ACK] Seq=221 Ack=3636 Win=32120 Len=0"
"531067","14652.125526","172.16.114.207","196.37.75.158","TELNET","60","","Telnet Data ..."
"531068","14652.126326","196.37.75.158","172.16.114.207","TELNET","60","","Telnet Data ..."
"531069","14652.134655","194.27.251.21","172.16.112.100","TCP","60","","1302  >  80 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"531070","14652.134796","172.16.112.100","194.27.251.21","TCP","60","","80  >  1302 [SYN, ACK] Seq=0 Ack=1 Win=8760 Len=0 MSS=1460"
"531071","14652.135690","194.27.251.21","172.16.112.100","TCP","60","","1302  >  80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"531072","14652.138898","194.27.251.21","172.16.112.100","HTTP","328","","GET /html/webstats/ HTTP/1.0 "
"531073","14652.140894","172.16.112.100","194.27.251.21","TCP","165","","[TCP segment of a reassembled PDU]"
"531074","14652.141087","172.16.112.100","194.27.251.21","HTTP","60","","HTTP/1.0 403 Access Forbidden  (text/html)"
"531075","14652.141981","194.27.251.21","172.16.112.100","TCP","60","","1302  >  80 [ACK] Seq=275 Ack=113 Win=32120 Len=0"
"531076","14652.145395","172.16.114.207","196.37.75.158","TCP","60","","21564  >  23 [ACK] Seq=622 Ack=19637 Win=32120 Len=0"
"531077","14652.151618","194.27.251.21","172.16.112.100","TCP","60","","1302  >  80 [FIN, ACK] Seq=275 Ack=113 Win=32120 Len=0"
"531078","14652.151745","172.16.112.100","194.27.251.21","TCP","60","","80  >  1302 [ACK] Seq=113 Ack=276 Win=8486 Len=0"
"531079","14652.157461","196.37.75.158","172.16.112.50","TELNET","60","","Telnet Data ..."
"531080","14652.157827","172.16.112.50","196.37.75.158","TELNET","60","","Telnet Data ..."
"531081","14652.177287","196.37.75.158","172.16.112.50","TCP","60","","22100  >  23 [ACK] Seq=222 Ack=3639 Win=32120 Len=0"
"531082","14652.267380","196.37.75.158","172.16.112.50","TELNET","60","","Telnet Data ..."
"531083","14652.267704","172.16.112.50","196.37.75.158","TELNET","60","","Telnet Data ..."
"531084","14652.287279","196.37.75.158","172.16.112.50","TCP","60","","22100  >  23 [ACK] Seq=223 Ack=3640 Win=32120 Len=0"
"531085","14652.418172","196.37.75.158","172.16.112.50","TELNET","60","","Telnet Data ..."
"531086","14652.418519","172.16.112.50","196.37.75.158","TELNET","60","","Telnet Data ..."
"531087","14652.437321","196.37.75.158","172.16.112.50","TCP","60","","22100  >  23 [ACK] Seq=224 Ack=3641 Win=32120 Len=0"
"531088","14652.557562","197.182.91.233","172.16.114.168","TELNET","60","","Telnet Data ..."
"531089","14652.558249","172.16.114.168","197.182.91.233","TELNET","60","","Telnet Data ..."
"531090","14652.577215","197.182.91.233","172.16.114.168","TCP","60","","19019  >  23 [ACK] Seq=818 Ack=107963 Win=32120 Len=0"
"531091","14652.657405","196.37.75.158","172.16.112.50","TELNET","60","","Telnet Data ..."
"531092","14652.657752","172.16.112.50","196.37.75.158","TELNET","60","","Telnet Data ..."
"531093","14652.677189","196.37.75.158","172.16.112.50","TCP","60","","22100  >  23 [ACK] Seq=225 Ack=3642 Win=32120 Len=0"
"531094","14652.732249","172.16.114.207","196.37.75.158","TELNET","60","","Telnet Data ..."
"531095","14652.733112","196.37.75.158","172.16.114.207","TELNET","60","","Telnet Data ..."
"531096","14652.745286","172.16.114.207","196.37.75.158","TCP","60","","21564  >  23 [ACK] Seq=623 Ack=19638 Win=32120 Len=0"
